imsi_prefix,date,Incoming data,Outgoing data,cdrs
73212-Telefonica Moviles-COLTM,31-05-2018,248,35,46
73602-Entel Bolivia -BOLME,31-05-2018,28,3,2
73801-Digicel Guyana-GUYUM,31-05-2018,0,0,11
74801-Antel-URYAN,31-05-2018,3,2,8
74807-Telefonica Moviles-URYTM,31-05-2018,3,0,10
90131-Orange France-AAZOR,31-05-2018,2,1,10
90137-Transatel-AAZTR,31-05-2018,558,693,153
90140-Telekom Deutschland Global SIM-AAZTD,31-05-2018,12,19,29
20201-Cosmote Mobile Telecom-GRCCO,01-06-2018,107569,20130,18507
20205-Vodafone Greece-GRCPF,01-06-2018,651,99,302
20210-Stet Hellas Telecommunications-GRCSH,01-06-2018,22373,3684,2663
20404-Vodafone Netherlands-NLDLT,01-06-2018,16357,9686,810216
20408-KPN Tel Netherlands -NLDPT,01-06-2018,960024,200839,1041480
20412-Telfort-NLDTM,01-06-2018,8091,1854,1246
20416-T-Mobile Netherlands-NLDPN,01-06-2018,798743,146550,60988
20420-Orange Netherlands-NLDDT,01-06-2018,74,8,33
20601-Belgacom Mobile -BELTB,01-06-2018,42787,8405,8254
20610-Mobistar-BELMO,01-06-2018,167049,31830,108596
20620-Base-BELKO,01-06-2018,5746,1210,1092
20801-Orange France-FRAF1,01-06-2018,3486737,460107,547636
20810-SFR France-FRAF2,01-06-2018,0,0,47
20815-Free Mobile -FRAF5,01-06-2018,644825,92100,34656
20815-France Free Mobile-FRAFM,01-06-2018,644825,92100,34656
20820-Bouygues Telecom-FRAF3,01-06-2018,945007,117811,112819
21401-Vodafone Espaqa-ESPAT,01-06-2018,19225,3626,4314
21403-Amena-ESPRT,01-06-2018,1421148,207088,160537
21404-Xfera Moviles-ESPXF,01-06-2018,296023,45366,19413
21407-Telefonica Moviles-ESPTE,01-06-2018,56013,12252,112392
21421-Jazztel Spain -ESPJZ,01-06-2018,13782,2649,1898
21601-Pannon GSM-HUNH1,01-06-2018,92060,12189,8921
21630-Westel 900 GSM-HUNH2,01-06-2018,215814,34227,20695
21670-Vodafone Hungary-HUNVR,01-06-2018,3415,129,199
21901-HT Mobile-HRVCN,01-06-2018,95477,15738,6476
21902-Tele2  (Croatia)-HRVT2,01-06-2018,3408,680,224
21910-VIP Net GSM -HRVVI,01-06-2018,85,18,80
22001-Mobtel-YUGMT,01-06-2018,0,0,2
22003-Telekom Srbija-YUGTS,01-06-2018,31,20,37
22201-TIM Italy -ITASI,01-06-2018,554188,82385,70350
22210-Vodafone Omnitel-ITAOM,01-06-2018,21256,3520,5094
22288-Wind Italy-ITAWI,01-06-2018,662170,86627,75210
22299-Hutchinson 3G - Italy-ITAH3,01-06-2018,16075,3597,4275
22601-Mobifon -ROMMF,01-06-2018,6729,1409,2365
22603-Cosmorom-ROMCS,01-06-2018,155911,27919,12587
22610-Orange Romania-ROMMR,01-06-2018,734028,124168,59362
22801-Swisscom-CHEC1,01-06-2018,249030,55151,30520
22802-sunrise-CHEDX,01-06-2018,37174,8366,7812
22803-Orange Switzerland-CHEOR,01-06-2018,56041,14635,8190
23001-T-Mobile Czech-CZERM,01-06-2018,267189,32114,19040
23002-Eurotel Praha -CZEET,01-06-2018,954,248,452
23003-Cesky Mobil -CZECM,01-06-2018,7833,1049,849
23101-Orange Slovakia-SVKGT,01-06-2018,70978,12254,7916
23102-Eurotel Bratislava-SVKET,01-06-2018,59313,10539,6509
23106-Telefonica o2-SVKO2,01-06-2018,679,64,173
23201-Mobilkom Austria-AUTPT,01-06-2018,35577,6166,7710
23203-T-Mobile Austria-AUTMM,01-06-2018,178617,44091,745390
23205-Connect -AUTCA,01-06-2018,1129,250,738
23207-Tele Ring Telekom -AUTTR,01-06-2018,56962,9025,6928
23401-MCOM UK-GBRYC,01-06-2018,6011737,568533,179910
23403-Airtel-GBRAJ,01-06-2018,705,260,211
23418-Cloud 9-GBRC9,01-06-2018,2,1,52
23450-Jersey Telecoms -GBRJT,01-06-2018,11696,4444,260571
23455-Guernsey Telecom-GBRGT,01-06-2018,1923,447,2547
23458-Manx Telecom-GBRMT,01-06-2018,13242,4967,212533
23801-Tele Danmark Mobil-DNKTD,01-06-2018,57157,9953,6881
23802-Sonofon -DNKDM,01-06-2018,190227,35114,327301
23806-Hi3G - Denmark-DNKHU,01-06-2018,476,113,189
23820-Telia Mobile (Denmark)-DNKIA,01-06-2018,213632,37890,17588
24001-Telia Mobitel (Sweden)-SWETR,01-06-2018,547006,79426,42474
24002-HI 3G-SWEHU,01-06-2018,319,46,157
24007-Tele2 AB-SWEIQ,01-06-2018,356085,53290,139375
24008-Vodafone Sweden-SWEEP,01-06-2018,228025,39692,357743
24010-Tele2-SWESM,01-06-2018,0,0,47
24042-Sweden Telenor-SWECN,01-06-2018,1903,169,107807
24201-Telenor Mobil -NORTM,01-06-2018,755699,117080,131754
24202-NetCom-NORNC,01-06-2018,281545,53190,37590
24205-Telia Norge Norway-NORNN,01-06-2018,54488,8820,5202
24405-Radiolinja Finland-FINRL,01-06-2018,2796,688,648
24412-Finnish 2G-FIN2G,01-06-2018,6156,996,14828
24421-Elisa (2nd code)-FINES,01-06-2018,72,10,26
24491-Sonera Corporation-FINTF,01-06-2018,210351,32664,14816
24601-Omnitel Lithuania-LTUOM,01-06-2018,75150,11127,8915
24602-Bite GSM-LTUMT,01-06-2018,12,4,17
24603-Tele2-LTU03,01-06-2018,121174,20175,15699
24701-Latvian Mobile Telephone-LVALM,01-06-2018,75278,11210,7998
24702-Baltcom GSM -LVABC,01-06-2018,64517,8967,7270
24801-Estonian Mob Tel-ESTEM,01-06-2018,43900,7663,4065
24802-Radiolinja Estonia-ESTRE,01-06-2018,1427,276,297
24803-Estonia Ritabell (Tele2)-ESTRB,01-06-2018,22468,3200,21091
25001-MTS-RUS01,01-06-2018,10413,2377,1708
25002-MegaFon -RUSNW,01-06-2018,8498,2876,1122
25099-VimpelCom-RUSBD,01-06-2018,26501,9069,15763
25501-Ukraine Mobile Communications-UKRUM,01-06-2018,7,2,11
25503-Kyvistar GSM-UKRKS,01-06-2018,9043,2650,1843
25506-Astelit LLC-UKRAS,01-06-2018,978,79,138
25701-Mobile Digital Communications -BLRMD,01-06-2018,0,0,2
25901-Voxtel-MDAVX,01-06-2018,11,3,28
26001-Polkomtel -POLKM,01-06-2018,327885,40507,26146
26002-Era -POL02,01-06-2018,527074,72759,48541
26003-PTK Centeltel -POL03,01-06-2018,811823,112634,99202
26006-P4 - 3G Poland-POLP4,01-06-2018,299,836,598
26201-T-Mobile Germany-DEUD1,01-06-2018,1789852,380573,1100255
26202-Vodafone Germany-DEUD2,01-06-2018,13104,2453,5635
26203-Eplus -DEUE1,01-06-2018,17126,3836,9641
26207-O2 Germany-DEUE2,01-06-2018,61834,17443,19416
26601-Gibtel Telecommunications -GIBGT,01-06-2018,4199,1721,358
26801-Vodafone Portugal-PRTTL,01-06-2018,4727,793,1193
26803-Optimus -PRTOP,01-06-2018,151169,27407,10594
26806-TMN-PRTTM,01-06-2018,125157,26535,14582
27001-Luxembourg P&T-LUXPT,01-06-2018,58031,8418,37659
27077-Tango -LUXTG,01-06-2018,3470,425,512
27099-VOX Mobile - Luxembourg-LUXVM,01-06-2018,19835,3267,4661
27201-Vodafone Ireland-IRLEC,01-06-2018,7150,1819,30500
27202-O2 Ireland-IRLDF,01-06-2018,12172,2640,136040
27203-Meteor-IRLME,01-06-2018,848616,107939,53843
27205-Hutchinson 3G - Ireland-IRLH3,01-06-2018,46255,6247,19583
27401-Landssimi Islands -ISLPS,01-06-2018,1296,265,167
27402-TAL -ISLTL,01-06-2018,2430,625,806
27411-Nova Iceland-ISLK9,01-06-2018,6418,2639,1250
27411-Nova Efh-ISLNO,01-06-2018,6418,2639,1250
27601-AMC (Albanian Mobile) -ALBAM,01-06-2018,146,13,320
27602-Vodafone Albania-ALBVF,01-06-2018,0,0,1
27801-Vodafone Malta-MLTTL,01-06-2018,497,136,306
27821-Go Mobile -MLTGO,01-06-2018,2948,448,601
28001-Cyprus Telecommunications Author-CYPCT,01-06-2018,526,158,320
28010-Scancom (Cyprus)-CYPSC,01-06-2018,18177,3555,2240
28020-CYPRUS Primtel-CYPPT,01-06-2018,8,3,7
28310-Orange-ARMOR,01-06-2018,3,1,11
28401-MobiTel AD Bulgaria-BGR01,01-06-2018,1094,137,239
28403-Bulgarian Telecom -  Bulgaria-BGRVA,01-06-2018,25180,4712,152863
28405-Globul - Cosmo Bulgaria -BGRCM,01-06-2018,326395,45552,23142
28601-Turkcell-TURTC,01-06-2018,119254,27816,7994
28603-IS TIM-TURIS,01-06-2018,4852,1052,447
28604-Aycell - Turkey-TURAC,01-06-2018,0,0,1
29001-Tele Greenland -GRLTG,01-06-2018,11,4,6
29340-SI-Mobil-SVNSM,01-06-2018,716,231,154
29341-Mobitel Slovenia-SVNMT,01-06-2018,8662,969,536
29364-T-2 d.o.o. Slovenia-SVNFT,01-06-2018,101,11,82
29401-Makedonski Telekomunikacii-MKDMM,01-06-2018,266,60,80
29502-VIAG Europlatform-LIEK9,01-06-2018,7,1,1
29502-VIAG Europlatform-LIEVE,01-06-2018,7,1,1
29505-Mobilkom-LIEMK,01-06-2018,82,119,2344
29702-T-Mobile Montenegro-MNETM,01-06-2018,1,0,50
30222-Telus Canada-CANTS,01-06-2018,49817,17558,11692
30237-Microcell (Fido)-CANMC,01-06-2018,2298,751,1532
30261-Bell Mobility-CANBM,01-06-2018,35693,9903,8662
30272-Rogers Wireless -CANRW,01-06-2018,22929,5985,10200
31017-Cingular (Pacific Bell Services)-USAPB,01-06-2018,1346,1103,16903
31026-T-Mobile- USAW6-USAW6,01-06-2018,751211,330623,227307
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,01-06-2018,0,0,1
31038-AT&T Wireless-USAAT,01-06-2018,0,0,1
31041-Cingular (Genesis)-USACG,01-06-2018,935829,327734,218041
31148-Verizon-USAVZ,01-06-2018,0,0,6
33402-Radiomovil-MEXTL,01-06-2018,5,3,7
33403-Mexico - Telefonica-MEXMS,01-06-2018,0,0,111
33405-Iusacell Mexico-MEXIU,01-06-2018,20,15,62
33805-Digicel Barbados Barbados-BRBDC,01-06-2018,227,54,492
33805-Digicel Mossel-JAMDC,01-06-2018,227,54,492
33818-C&W/Jamaica-JAMCW,01-06-2018,2,4,291
34001-Orange Caraïbe (FWI)-GLP01,01-06-2018,2393,596,260
34020-FWI Bouygues Telecom-FRAF4,01-06-2018,2,1,13
34260-C&W/Barbados-BRBCW,01-06-2018,3,1,5
34492-Antigua C&W-ATGCW,01-06-2018,3,1,41
34614-C&W/Cayman-CYMCW,01-06-2018,26,6,64
34817-Cable Wireless-VGBCW,01-06-2018,0,0,2
34857-CCT Boatphone - Virgin Islands-VGBCC,01-06-2018,0,0,3
35000-Bermuda Digital-BMUBD,01-06-2018,13,2,16
35211-Grenada-GRDCW,01-06-2018,4,0,5
35486-Montserrat C & W-MSRCW,01-06-2018,0,1,21
35811-ST Lucia-LCACW,01-06-2018,0,0,3
36011-St Vincent - C & W-VCTCW,01-06-2018,0,0,2
36291-Setel NV (UTS Wireless Curacao)-ANTUT,01-06-2018,1,0,5
36439-BTC-BHSBH,01-06-2018,3,1,3
36584-Anguillia C&W-AIACW,01-06-2018,0,0,7
37001-Orange Dominican Republic-DOM01,01-06-2018,0,0,1
37413-Digicel Trinidad-TTODL,01-06-2018,2,3,24
37635-Turks & Calcos - C & W-TCACW,01-06-2018,0,0,1
40001-Azercell Telecom-AZEAC,01-06-2018,6,1,8
40002-Bakcell -AZEBC,01-06-2018,0,0,2
40101-Kar-tel -KAZKT,01-06-2018,7,34,16
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,01-06-2018,3509,1020,1138
40403-Airtel Bharti [Himachal Pradesh]-INDBL,01-06-2018,36,5,15
40404-Idea Cellular Delhi-INDID,01-06-2018,812,15,33
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,01-06-2018,1355,225,133
40407-Idea Cellular [Andhra Pradesh] I-IND07,01-06-2018,86,27,47
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,01-06-2018,46880,15332,6353
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,01-06-2018,4716,1248,556
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,01-06-2018,10,2,8
40416-Bharti Hexacom North East  India-IND16,01-06-2018,7,3,2
40419-Escotel [Kerala] INDEK - 40419-INDEK,01-06-2018,2,2,24
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,01-06-2018,12263,4648,1541
40422-Idea Cellular [Maharashtra] INDB-INDBO,01-06-2018,693,157,255
40424-Idea Cellular [Gujarat] INDBI - -INDBI,01-06-2018,48,6,15
40427-BPL Cellular [Maharashtra]-INDBM,01-06-2018,706,51,64
40430-Hutchison [Calcutta] INDCC - 404-INDCC,01-06-2018,1159,357,229
40431-Airtel Bharti [Calcutta] INDMT --INDMT,01-06-2018,4952,1465,2016
40440-Airtel Bharti [Chennai] INDSC - -INDSC,01-06-2018,7506,2134,1639
40444-Spice Telekom [Karnataka] INDSK -INDSK,01-06-2018,14,4,6
40445-Airtel Bharti [Karnataka] INDJB -INDJB,01-06-2018,15937,3614,2830
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,01-06-2018,191,92,18
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,01-06-2018,10852,2323,2298
40456-Escotel [UP West]-INDEU,01-06-2018,303,17,24
40470-Airtel India [Rajasthan] INDH1-INDH1,01-06-2018,4220,1512,414
40490-Airtel Bharti [Maharashtra]-INDA2,01-06-2018,946,258,2339
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,01-06-2018,10985,2892,10651
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,01-06-2018,875,242,306
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,01-06-2018,1511,233,282
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,01-06-2018,331,56,88
40496-Airtel Bharti [Haryana]-INDA5,01-06-2018,236,661,56
40497-Airtel Bharti [UP West] INDA6 - -INDA6,01-06-2018,170,47,58
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,01-06-2018,2059,312,344
40556-Bharti Airtel Assam India-IND15,01-06-2018,34,5,13
40579-Idea Cellular Mumbai -INDIM,01-06-2018,172,37,36
41001-Mobilink-PAKMK,01-06-2018,5,2,14
41220-TDCA-AFGTD,01-06-2018,0,0,3
41301-Mobitel - Sri Lanka-LKA71,01-06-2018,213,30,15
41302-MTN Sri Lanka-LKADG,01-06-2018,5100,688,1397
41305-Bharti Airtel Lanka-LKAAT,01-06-2018,0,1,18
41501-FTML Lebanon-LBNFL,01-06-2018,4,1,10
41503-Libancell -LBNLC,01-06-2018,46,4,1
41601-MTS Fastlink-JORFL,01-06-2018,0,0,1
41677-Mobilecom -JORMC,01-06-2018,50,7,17
41820-Atheer - Iraq-IRQAT,01-06-2018,1,0,14
41903-Wataniya Telecom-KWTNM,01-06-2018,3190,667,165
42001-Saudi Telephone Company-SAUAJ,01-06-2018,11781,2603,1413
42003-Etihad Etisalat - Saudi Arabia-SAUET,01-06-2018,32965,7529,1403
42202-GTO Oman-OMNGT,01-06-2018,176,33,31
42203-Oman Mobile - Oman-OMNNT,01-06-2018,9,3,7
42402-Etisalat-ARETC,01-06-2018,18164,4162,3386
42403-United Arab Emirates-AREDU,01-06-2018,3021,570,1356
42501-Partner Communication-ISR01,01-06-2018,35172,11952,53621
42502-Cellcom-ISRCL,01-06-2018,12191,2722,1571
42503-Pelephone, Israel-ISRPL,01-06-2018,626,198,211
42601-Bahrain Telecommunications-BHRBT,01-06-2018,32,12,23
42701-Qatar Telekom -QATQT,01-06-2018,35817,7529,3895
43211-Iran TeleCom Co-IRN11,01-06-2018,286,72,79
44010-NTT DoCoMo-JPNDO,01-06-2018,11452,2197,4600
44020-J-Phone-JPNJP,01-06-2018,1089,184,361
44050-KDDI-JPNKD,01-06-2018,5965,1306,512
44051-KDDI Japan-JPNKI,01-06-2018,3910,926,350
45005-SK Korea-KORSK,01-06-2018,10434,2011,4969
45006-LG U+ South Korea-KORLU,01-06-2018,13914,4665,1065
45008-KT Freetel 3G-KORKF,01-06-2018,5164,1421,876
45202-GPC Vietnam-VNMVI,01-06-2018,3,1,5
45400-Hong Kong CSL -HKGTC,01-06-2018,11295,2030,953
45403-Hutchison 3G (Hong Kong)-HKGH3,01-06-2018,1602,351,396
45406-SmarTone Mobile Hong Kong-HKGSM,01-06-2018,22265,9412,2461
45412-Peoples Telephone Company -HKGPP,01-06-2018,1869,681,163
45419-Sunday 3G - Hong Kong-HKGM3,01-06-2018,1531,325,239
46000-China Telecom-CHNCT,01-06-2018,97775,36125,12901
46001-China Unicom-CHNCU,01-06-2018,22042,8300,5770
46002-China Mobile - China-CHNCM,01-06-2018,14947,3257,1505
46007-China Mobile 3rd-CHNTD,01-06-2018,3665,1008,733
46601-Far EasTone Telecommunications-TWNFE,01-06-2018,0,0,1
46692-Chungwa Telecom LDM-TWNLD,01-06-2018,5043,1191,277
46697-Taiwan Cellular Corp-TWNPC,01-06-2018,1463,195,87
47001-GrameenPhone-BGDGP,01-06-2018,0,0,14
50216-DiGi Telecommunications -MYSMT,01-06-2018,10294,1847,5297
50219-Celcom-MYSCC,01-06-2018,70,54,16
50501-Telstra -AUSTA,01-06-2018,148478,40897,39969
50502-Optus Communications-AUSOP,01-06-2018,64811,12658,27542
51001-PT Satelindo Palapa-IDNSL,01-06-2018,339,23,44
51010-PT Telkomsel-IDNTS,01-06-2018,3736,884,716
51502-Globe Telecom -PHLGT,01-06-2018,125,52,39
52000-Thailand, True Move-THACT,01-06-2018,773,139,299
52003-AIS-THAWN,01-06-2018,154639,34800,11096
52005-Thailand DTAC-THADT,01-06-2018,2096,584,180
52501-Singtel GSM 900-SGPST,01-06-2018,41899,11524,5230
52505-StarHub-SGPSH,01-06-2018,6435,1272,721
53001-Vodafone New Zealand-NZLBS,01-06-2018,1448,334,531
53005-Telecom-NZLTM,01-06-2018,20427,6459,5696
53024-NZ Communications-NZLNH,01-06-2018,1167,355,451
60201-Mobilnil-EGYAR,01-06-2018,3914,1489,730
60203-Etisalat - Egypt-EGYEM,01-06-2018,433,179,45
60303-Wataniya-DZAWT,01-06-2018,0,0,2
60400-Medi Telecom-MARMT,01-06-2018,201,28,95
60401-IAM-MARM1,01-06-2018,0,0,13
60501-Orange Tunisia-TUNOR,01-06-2018,7,107,2
60502-Tunisie Telecom-TUNTT,01-06-2018,3,1,2
60801-Sonatel-SENAZ,01-06-2018,14,0,2
61101-Orange-GINGS,01-06-2018,3,1,17
61203-Orange Cote d'Ivoire-CIV03,01-06-2018,1,0,2
61701-Cellplus Mobile Communications-MUSCP,01-06-2018,0,0,19
61901-Celtel (SL) Limited-SLECT,01-06-2018,3,1,2
62001-Scancom -GHASC,01-06-2018,676,126,219
62003-Mobitel-GHAMT,01-06-2018,20,2,3
62006-Airtel Ghana-GHAZN,01-06-2018,1,6,204
62007-Glo Mobile-GHAGM,01-06-2018,0,0,7
62130-MTN-NGAMN,01-06-2018,2217,1047,4071
62150-Globacom - Nigeria-NGAGM,01-06-2018,44,10,25
62160-Etisalat Nigeria-NGAEM,01-06-2018,718,173,25375
62402-Orange Cameroon-CMR02,01-06-2018,9,2,26
63102-Unitel-AGOUT,01-06-2018,70,10,38
63301-Cable & Wireless-SYCCW,01-06-2018,4,1,3
63510-Rwandacell - Rwanda-RWAMN,01-06-2018,0,5,105
63902-Safaricom -KENSA,01-06-2018,114,53,303
64005-Celtel Tanzania-TZACT,01-06-2018,0,0,10
64101-Celtel Uganda-UGACE,01-06-2018,0,8,704
64110-MTN-UGAMN,01-06-2018,20,2,12
64501-Celtel Zambia-ZMBCE,01-06-2018,8,3,2
64602-SMM - Madagascar-MDGAN,01-06-2018,0,2,60
64804-Econet-ZWEET,01-06-2018,10,31,46
65202-Orange Botswana-BWAVC,01-06-2018,0,0,3
65501-Vodacom South Africa-ZAFVC,01-06-2018,33,1,5
65507-Cell C-ZAFCC,01-06-2018,10,1,4
65510-MTN South Africa-ZAFMN,01-06-2018,993,290,3925
71401-Cable & Wireless-PANCW,01-06-2018,20,3,6
71402-Telefonica Moviles-PANMS,01-06-2018,3,35,2
71606-Telefonica Moviles-PERMO,01-06-2018,34,12,8
72207-Argentina Telefonica-ARGTM,01-06-2018,164,72,86
72231-AMX Argentina-ARGCM,01-06-2018,6,1,1
72234-Personal Telecom-ARGTP,01-06-2018,1548,713,622
72402-TIM Region 2 Rio Norte-BRARN,01-06-2018,505,88,650
72403-TIM Region 3 Sau Paulo-BRASP,01-06-2018,759,369,747
72404-TIM Region 1 Cellular Centro-BRACS,01-06-2018,164,60,783
72406-Vivo 2-BRAV2,01-06-2018,139,29,118
72410-Vivo 1-BRAV1,01-06-2018,462,172,380
72411-Vivo 3-BRAV3,01-06-2018,281,114,166
72423-Telemig - Brazil-BRATC,01-06-2018,10,2,48
72431-TNL (Oi)-BRATM,01-06-2018,31,9,3
73001-Entel Telefonia Movil -CHLMV,01-06-2018,68,45,57
73212-Telefonica Moviles-COLTM,01-06-2018,466,70,55
73602-Entel Bolivia -BOLME,01-06-2018,162,15,13
73801-Digicel Guyana-GUYUM,01-06-2018,0,0,9
74801-Antel-URYAN,01-06-2018,0,1,6
74807-Telefonica Moviles-URYTM,01-06-2018,20,2,3
90131-Orange France-AAZOR,01-06-2018,1,1,5
90137-Transatel-AAZTR,01-06-2018,834,696,175
90140-Telekom Deutschland Global SIM-AAZTD,01-06-2018,11,20,17
20201-Cosmote Mobile Telecom-GRCCO,02-06-2018,111921,20607,17825
20205-Vodafone Greece-GRCPF,02-06-2018,618,194,209
20210-Stet Hellas Telecommunications-GRCSH,02-06-2018,30293,4605,2459
20404-Vodafone Netherlands-NLDLT,02-06-2018,16861,10644,701988
20408-KPN Tel Netherlands -NLDPT,02-06-2018,738919,188767,833592
20412-Telfort-NLDTM,02-06-2018,9837,1834,1192
20416-T-Mobile Netherlands-NLDPN,02-06-2018,852291,156923,58813
20420-Orange Netherlands-NLDDT,02-06-2018,48,7,25
20601-Belgacom Mobile -BELTB,02-06-2018,43453,11225,8744
20610-Mobistar-BELMO,02-06-2018,199771,37047,89866
20620-Base-BELKO,02-06-2018,7351,2178,1083
20801-Orange France-FRAF1,02-06-2018,3113776,439845,497148
20810-SFR France-FRAF2,02-06-2018,0,0,43
20815-Free Mobile -FRAF5,02-06-2018,624265,99657,31641
20815-France Free Mobile-FRAFM,02-06-2018,624265,99657,31641
20820-Bouygues Telecom-FRAF3,02-06-2018,914369,128369,97066
21401-Vodafone Espaqa-ESPAT,02-06-2018,16545,2915,3730
21403-Amena-ESPRT,02-06-2018,1474483,235486,148598
21404-Xfera Moviles-ESPXF,02-06-2018,335514,47045,18602
21407-Telefonica Moviles-ESPTE,02-06-2018,55822,13625,100310
21421-Jazztel Spain -ESPJZ,02-06-2018,16409,3221,1960
21601-Pannon GSM-HUNH1,02-06-2018,80110,12432,7587
21630-Westel 900 GSM-HUNH2,02-06-2018,213743,39254,20038
21670-Vodafone Hungary-HUNVR,02-06-2018,1651,162,139
21901-HT Mobile-HRVCN,02-06-2018,101031,18415,6151
21902-Tele2  (Croatia)-HRVT2,02-06-2018,3901,332,272
21910-VIP Net GSM -HRVVI,02-06-2018,135,32,107
22001-Mobtel-YUGMT,02-06-2018,2,0,5
22003-Telekom Srbija-YUGTS,02-06-2018,4,6,10
22201-TIM Italy -ITASI,02-06-2018,568253,88503,67056
22210-Vodafone Omnitel-ITAOM,02-06-2018,18454,4021,4945
22288-Wind Italy-ITAWI,02-06-2018,701890,95485,79165
22299-Hutchinson 3G - Italy-ITAH3,02-06-2018,18225,4567,4365
22601-Mobifon -ROMMF,02-06-2018,8561,1454,1967
22603-Cosmorom-ROMCS,02-06-2018,182632,27928,12387
22610-Orange Romania-ROMMR,02-06-2018,786461,140789,54263
22801-Swisscom-CHEC1,02-06-2018,248819,60647,29378
22802-sunrise-CHEDX,02-06-2018,35067,8566,8919
22803-Orange Switzerland-CHEOR,02-06-2018,62580,18098,7919
23001-T-Mobile Czech-CZERM,02-06-2018,232684,34801,16624
23002-Eurotel Praha -CZEET,02-06-2018,1498,363,478
23003-Cesky Mobil -CZECM,02-06-2018,5509,1437,802
23101-Orange Slovakia-SVKGT,02-06-2018,76672,14089,6870
23102-Eurotel Bratislava-SVKET,02-06-2018,59063,10745,5859
23106-Telefonica o2-SVKO2,02-06-2018,478,47,158
23201-Mobilkom Austria-AUTPT,02-06-2018,5862,1092,4931
23203-T-Mobile Austria-AUTMM,02-06-2018,152204,34692,679114
23205-Connect -AUTCA,02-06-2018,1087,635,552
23207-Tele Ring Telekom -AUTTR,02-06-2018,60405,9769,6813
23401-MCOM UK-GBRYC,02-06-2018,6242461,582829,171155
23403-Airtel-GBRAJ,02-06-2018,702,127,256
23418-Cloud 9-GBRC9,02-06-2018,17,2,51
23450-Jersey Telecoms -GBRJT,02-06-2018,14110,6564,219117
23455-Guernsey Telecom-GBRGT,02-06-2018,1012,375,2021
23458-Manx Telecom-GBRMT,02-06-2018,14363,4814,205133
23801-Tele Danmark Mobil-DNKTD,02-06-2018,55839,8609,6213
23802-Sonofon -DNKDM,02-06-2018,201541,38716,235691
23806-Hi3G - Denmark-DNKHU,02-06-2018,810,205,192
23820-Telia Mobile (Denmark)-DNKIA,02-06-2018,254000,43957,16483
24001-Telia Mobitel (Sweden)-SWETR,02-06-2018,625460,102256,40542
24002-HI 3G-SWEHU,02-06-2018,307,104,143
24007-Tele2 AB-SWEIQ,02-06-2018,400037,59209,106057
24008-Vodafone Sweden-SWEEP,02-06-2018,263449,42106,326350
24010-Tele2-SWESM,02-06-2018,1,1,48
24042-Sweden Telenor-SWECN,02-06-2018,1446,151,109742
24201-Telenor Mobil -NORTM,02-06-2018,882771,157009,126341
24202-NetCom-NORNC,02-06-2018,338298,59374,46594
24205-Telia Norge Norway-NORNN,02-06-2018,63166,12160,8430
24405-Radiolinja Finland-FINRL,02-06-2018,1935,338,595
24412-Finnish 2G-FIN2G,02-06-2018,9121,803,13943
24421-Elisa (2nd code)-FINES,02-06-2018,159,43,37
24491-Sonera Corporation-FINTF,02-06-2018,203788,32250,13625
24601-Omnitel Lithuania-LTUOM,02-06-2018,67663,10279,7839
24602-Bite GSM-LTUMT,02-06-2018,1,1,15
24603-Tele2-LTU03,02-06-2018,121983,22070,14742
24701-Latvian Mobile Telephone-LVALM,02-06-2018,49091,8207,6984
24702-Baltcom GSM -LVABC,02-06-2018,67210,9643,6698
24801-Estonian Mob Tel-ESTEM,02-06-2018,53029,8616,3881
24802-Radiolinja Estonia-ESTRE,02-06-2018,1753,206,161
24803-Estonia Ritabell (Tele2)-ESTRB,02-06-2018,24979,4820,19280
25001-MTS-RUS01,02-06-2018,9610,2823,1842
25002-MegaFon -RUSNW,02-06-2018,9563,3349,1100
25099-VimpelCom-RUSBD,02-06-2018,22881,8816,13815
25501-Ukraine Mobile Communications-UKRUM,02-06-2018,3,0,6
25503-Kyvistar GSM-UKRKS,02-06-2018,10570,3477,2361
25506-Astelit LLC-UKRAS,02-06-2018,537,110,188
25901-Voxtel-MDAVX,02-06-2018,39,6,28
26001-Polkomtel -POLKM,02-06-2018,292026,38099,22772
26002-Era -POL02,02-06-2018,481192,70718,43986
26003-PTK Centeltel -POL03,02-06-2018,774470,110443,91568
26006-P4 - 3G Poland-POLP4,02-06-2018,1980,182,1159
26201-T-Mobile Germany-DEUD1,02-06-2018,1683807,343057,1003180
26202-Vodafone Germany-DEUD2,02-06-2018,11447,2871,5274
26203-Eplus -DEUE1,02-06-2018,15015,4063,8230
26207-O2 Germany-DEUE2,02-06-2018,58215,12273,16974
