imsi,date,recordcount
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,14-06-2018,919
40456-Escotel [UP West]-INDEU,14-06-2018,5
40470-Airtel India [Rajasthan] INDH1-INDH1,14-06-2018,670
40488-Vodafone Essar South Ltd (Punjab-INDE5,14-06-2018,1
40490-Airtel Bharti [Maharashtra]-INDA2,14-06-2018,254
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,14-06-2018,1407
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,14-06-2018,155
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,14-06-2018,181
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,14-06-2018,102
40496-Airtel Bharti [Haryana]-INDA5,14-06-2018,91
40497-Airtel Bharti [UP West] INDA6 - -INDA6,14-06-2018,63
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,14-06-2018,146
40502-India TATA Docomo-INDT0,14-06-2018,1
40503-Tata Docomo Mumbai-INDTG,14-06-2018,2
40504-Tata Docomo Tamil Nadu-INDT2,14-06-2018,3
40504-TATA Docomo India-INDTO,14-06-2018,3
40556-Bharti Airtel Assam India-IND15,14-06-2018,6
40579-Idea Cellular Mumbai -INDIM,14-06-2018,48
41001-Mobilink-PAKMK,14-06-2018,450
41003-Ufone Pakistan-PAKUF,14-06-2018,97
41004-CMPak Limited-PAKPL,14-06-2018,2
41006-Telenor-PAKTP,14-06-2018,6
41201-TSI - Afghanistan-AFGAW,14-06-2018,1
41220-TDCA-AFGTD,14-06-2018,2
41301-Mobitel - Sri Lanka-LKA71,14-06-2018,157
41302-MTN Sri Lanka-LKADG,14-06-2018,264
41305-Bharti Airtel Lanka-LKAAT,14-06-2018,8
41401-MPT-MMRFT,14-06-2018,1
41501-FTML Lebanon-LBNFL,14-06-2018,193
41503-Libancell -LBNLC,14-06-2018,102
41601-MTS Fastlink-JORFL,14-06-2018,4
41603-Umniah - Jordan-JORUM,14-06-2018,2
41677-Mobilecom -JORMC,14-06-2018,11
41702-Spacetel - Syria-SYRSP,14-06-2018,2
41805-Asiacell - Iraq-IRQAC,14-06-2018,25
41820-Atheer - Iraq-IRQAT,14-06-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,14-06-2018,18
41903-Wataniya Telecom-KWTNM,14-06-2018,308
41904-Viva Kuwait -KWTKT,14-06-2018,31
42001-Saudi Telephone Company-SAUAJ,14-06-2018,2897
42003-Etihad Etisalat - Saudi Arabia-SAUET,14-06-2018,1797
42004-Zain Saudi Arabia-SAUZN,14-06-2018,6
42101-Sabafon-YEMSA,14-06-2018,1
42102-Spacetel-YEMSP,14-06-2018,6
42202-GTO Oman-OMNGT,14-06-2018,74
42203-Oman Mobile - Oman-OMNNT,14-06-2018,34
42402-Etisalat-ARETC,14-06-2018,2861
42403-United Arab Emirates-AREDU,14-06-2018,691
42501-Partner Communication-ISR01,14-06-2018,3005
42502-Cellcom-ISRCL,14-06-2018,748
42503-Pelephone, Israel-ISRPL,14-06-2018,74
42505-Paltel-PSEJE,14-06-2018,11
42601-Bahrain Telecommunications-BHRBT,14-06-2018,54
42701-Qatar Telekom -QATQT,14-06-2018,3795
42901-Nepal Mobile-NPLNM,14-06-2018,9
43211-Iran TeleCom Co-IRN11,14-06-2018,120
43701-Bitel -KGZ01,14-06-2018,1
44010-NTT DoCoMo-JPNDO,14-06-2018,597
44020-J-Phone-JPNJP,14-06-2018,92
44050-KDDI-JPNKD,14-06-2018,177
44051-KDDI Japan-JPNKI,14-06-2018,94
45005-SK Korea-KORSK,14-06-2018,421
45006-LG U+ South Korea-KORLU,14-06-2018,221
45008-KT Freetel 3G-KORKF,14-06-2018,132
45201-VMS Mobifone-VNMMO,14-06-2018,61
45202-GPC Vietnam-VNMVI,14-06-2018,22
45400-Hong Kong CSL -HKGTC,14-06-2018,141
45403-Hutchison 3G (Hong Kong)-HKGH3,14-06-2018,63
45404-Hutchison Telephone Company -HKGHT,14-06-2018,1
45406-SmarTone Mobile Hong Kong-HKGSM,14-06-2018,518
45412-Peoples Telephone Company -HKGPP,14-06-2018,34
45419-Sunday 3G - Hong Kong-HKGM3,14-06-2018,89
45501-Companhia Telecomunicoes-MACCT,14-06-2018,2
46000-China Telecom-CHNCT,14-06-2018,3253
46001-China Unicom-CHNCU,14-06-2018,970
46002-China Mobile - China-CHNCM,14-06-2018,821
46007-China Mobile 3rd-CHNTD,14-06-2018,219
46601-Far EasTone Telecommunications-TWNFE,14-06-2018,1
46692-Chungwa Telecom LDM-TWNLD,14-06-2018,112
46697-Taiwan Cellular Corp-TWNPC,14-06-2018,18
47001-GrameenPhone-BGDGP,14-06-2018,13
47003-Banglalink - Bangladesh-BGDBL,14-06-2018,46
47201-Dhiraagu-MDV01,14-06-2018,8
50212-Maxis-MYSBC,14-06-2018,24
50216-DiGi Telecommunications -MYSMT,14-06-2018,159
50218-France Telecom Roaming Global Ex-MYSFT,14-06-2018,4
50219-Celcom-MYSCC,14-06-2018,30
50501-Telstra -AUSTA,14-06-2018,15232
50502-Optus Communications-AUSOP,14-06-2018,6142
51001-PT Satelindo Palapa-IDNSL,14-06-2018,139
51010-PT Telkomsel-IDNTS,14-06-2018,206
51502-Globe Telecom -PHLGT,14-06-2018,124
52000-Thailand, True Move-THACT,14-06-2018,3
52003-AIS-THAWN,14-06-2018,466
52005-Thailand DTAC-THADT,14-06-2018,105
52501-Singtel GSM 900-SGPST,14-06-2018,981
52503-MobileOne-SGPM1,14-06-2018,4
52505-StarHub-SGPSH,14-06-2018,202
52811-DST Communications-BRNDS,14-06-2018,13
53001-Vodafone New Zealand-NZLBS,14-06-2018,105
53005-Telecom-NZLTM,14-06-2018,2502
53024-NZ Communications-NZLNH,14-06-2018,395
54202-Digicel Fiji-FJIK8,14-06-2018,1
60201-Mobilnil-EGYAR,14-06-2018,706
60203-Etisalat - Egypt-EGYEM,14-06-2018,56
60301-PTT-AMN-DZAA1,14-06-2018,40
60303-Wataniya-DZAWT,14-06-2018,7
60400-Medi Telecom-MARMT,14-06-2018,29
60401-IAM-MARM1,14-06-2018,192
60501-Orange Tunisia-TUNOR,14-06-2018,6
60502-Tunisie Telecom-TUNTT,14-06-2018,20
60601-El Madar Tel Co-LBY01,14-06-2018,33
60701-Gamcell-GMB01,14-06-2018,40
60702-Africell-GMBAC,14-06-2018,9
60801-Sonatel-SENAZ,14-06-2018,17
61002-Ikatel Sa-MLI02,14-06-2018,92
61101-Orange-GINGS,14-06-2018,27
61203-Orange Cote d'Ivoire-CIV03,14-06-2018,69
61603-Spacetel - BENIN-BENSP,14-06-2018,1
61701-Cellplus Mobile Communications-MUSCP,14-06-2018,68
61807-Celcom Telecom - Liberia-LBR07,14-06-2018,2
61901-Celtel (SL) Limited-SLECT,14-06-2018,42
61905-Africell -SLEAC,14-06-2018,9
62001-Scancom -GHASC,14-06-2018,405
62003-Mobitel-GHAMT,14-06-2018,5
62006-Airtel Ghana-GHAZN,14-06-2018,15
62130-MTN-NGAMN,14-06-2018,2787
62150-Globacom - Nigeria-NGAGM,14-06-2018,356
62160-Etisalat Nigeria-NGAEM,14-06-2018,788
62401-MTN Cameroon-CMRMT,14-06-2018,6
62402-Orange Cameroon-CMR02,14-06-2018,6
62701-GETESA-GNQ01,14-06-2018,14
63001-Vodacom Congo (Democratic)-CODVC,14-06-2018,10
63086-Orange-CODFT,14-06-2018,1
63102-Unitel-AGOUT,14-06-2018,113
63203-Orange-GNB03,14-06-2018,2
63301-Cable & Wireless-SYCCW,14-06-2018,9
63310-Telekom Seychelles-SYCAT,14-06-2018,11
63401-MobiTel Sudan-SUDMO,14-06-2018,31
63402-Bashair Telecom - Sudan-SDNBT,14-06-2018,11
63402-MTN-SSDMN,14-06-2018,11
63510-Rwandacell - Rwanda-RWAMN,14-06-2018,40
63601-ETC-ETH01,14-06-2018,4
63902-Safaricom -KENSA,14-06-2018,297
63903-KenCell -KENKC,14-06-2018,69
63907-Orange Kenya (Telkom)-KENFT,14-06-2018,9
63907-Telekom Kenya-KENK9,14-06-2018,9
63907-Telkom Kenya Kenya-KENTK,14-06-2018,9
64005-Celtel Tanzania-TZACT,14-06-2018,9
64101-Celtel Uganda-UGACE,14-06-2018,27
64110-MTN-UGAMN,14-06-2018,43
64111-Uganda Telecom-UGATL,14-06-2018,5
64114-Orange-UGAOR,14-06-2018,5
64502-Telecel Zambia-ZMB02,14-06-2018,2
64602-SMM - Madagascar-MDGAN,14-06-2018,1
64700-Orange Reunion - Reunion-REU02,14-06-2018,158
64804-Econet-ZWEET,14-06-2018,39
64901-MTC Namibia -NAM01,14-06-2018,12
65201-Mascom Wireless -BWAGA,14-06-2018,8
65202-Orange Botswana-BWAVC,14-06-2018,43
65310-MTN Swaziland-SWZMN,14-06-2018,2
65501-Vodacom South Africa-ZAFVC,14-06-2018,10
65507-Cell C-ZAFCC,14-06-2018,78
65510-MTN South Africa-ZAFMN,14-06-2018,1671
70401-Sercom S.A-GTMSC,14-06-2018,2
70601-CTE Telecom Personal-SLVTP,14-06-2018,2
71401-Cable & Wireless-PANCW,14-06-2018,8
71402-Telefonica Moviles-PANMS,14-06-2018,1
72207-Argentina Telefonica-ARGTM,14-06-2018,27
72234-Personal Telecom-ARGTP,14-06-2018,87
72402-TIM Region 2 Rio Norte-BRARN,14-06-2018,45
72403-TIM Region 3 Sau Paulo-BRASP,14-06-2018,62
72404-TIM Region 1 Cellular Centro-BRACS,14-06-2018,47
72406-Vivo 2-BRAV2,14-06-2018,113
72410-Vivo 1-BRAV1,14-06-2018,333
72411-Vivo 3-BRAV3,14-06-2018,223
72423-Telemig - Brazil-BRATC,14-06-2018,3
73001-Entel Telefonia Movil -CHLMV,14-06-2018,13
73210-Occidente Y Caribe Celular Sa Oc-COLCM,14-06-2018,9
73212-Telefonica Moviles-COLTM,14-06-2018,12
73801-Digicel Guyana-GUYUM,14-06-2018,5
74404-Telefonica Celular - Paraguay-PRYTC,14-06-2018,1
74602-Telesur - Suriname-SURTG,14-06-2018,2
74801-Antel-URYAN,14-06-2018,23
74807-Telefonica Moviles-URYTM,14-06-2018,2
90128-Malta Vodafone Malta -AAZVF,14-06-2018,7
90131-Orange France-AAZOR,14-06-2018,30
20201-Cosmote Mobile Telecom-GRCCO,15-06-2018,15494
20205-Vodafone Greece-GRCPF,15-06-2018,169
20209-Wind Greece (Q-Telecom)-GRCQT,15-06-2018,142
20210-Stet Hellas Telecommunications-GRCSH,15-06-2018,4116
20404-Vodafone Netherlands-NLDLT,15-06-2018,18897
20408-KPN Tel Netherlands -NLDPT,15-06-2018,8077
20412-Telfort-NLDTM,15-06-2018,461
20416-T-Mobile Netherlands-NLDPN,15-06-2018,15836
20420-Orange Netherlands-NLDDT,15-06-2018,29
20601-Belgacom Mobile -BELTB,15-06-2018,3346
20610-Mobistar-BELMO,15-06-2018,14243
20620-Base-BELKO,15-06-2018,655
20801-Orange France-FRAF1,15-06-2018,158314
20810-SFR France-FRAF2,15-06-2018,1
20815-Free Mobile -FRAF5,15-06-2018,74134
20815-France Free Mobile-FRAFM,15-06-2018,74134
20820-Bouygues Telecom-FRAF3,15-06-2018,48308
21201-Vala 900 (Monaco Telecom) -MCOM1,15-06-2018,1
21401-Vodafone Espaqa-ESPAT,15-06-2018,780
21403-Amena-ESPRT,15-06-2018,69369
21404-Xfera Moviles-ESPXF,15-06-2018,5551
21407-Telefonica Moviles-ESPTE,15-06-2018,8859
21421-Jazztel Spain -ESPJZ,15-06-2018,487
21601-Pannon GSM-HUNH1,15-06-2018,5317
21630-Westel 900 GSM-HUNH2,15-06-2018,13093
21670-Vodafone Hungary-HUNVR,15-06-2018,109
21803-Eronet-BIHER,15-06-2018,13
21805-MOBIS-BIHMS,15-06-2018,10
21901-HT Mobile-HRVCN,15-06-2018,2703
21902-Tele2  (Croatia)-HRVT2,15-06-2018,275
21910-VIP Net GSM -HRVVI,15-06-2018,40
22001-Mobtel-YUGMT,15-06-2018,46
22003-Telekom Srbija-YUGTS,15-06-2018,282
22201-TIM Italy -ITASI,15-06-2018,21763
22210-Vodafone Omnitel-ITAOM,15-06-2018,1548
22288-Wind Italy-ITAWI,15-06-2018,21517
22299-Hutchinson 3G - Italy-ITAH3,15-06-2018,1111
22601-Mobifon -ROMMF,15-06-2018,1783
22603-Cosmorom-ROMCS,15-06-2018,23602
22610-Orange Romania-ROMMR,15-06-2018,100942
22801-Swisscom-CHEC1,15-06-2018,12310
22802-sunrise-CHEDX,15-06-2018,7863
22803-Orange Switzerland-CHEOR,15-06-2018,5258
23001-T-Mobile Czech-CZERM,15-06-2018,18769
23002-Eurotel Praha -CZEET,15-06-2018,425
23003-Cesky Mobil -CZECM,15-06-2018,1129
23101-Orange Slovakia-SVKGT,15-06-2018,10425
23102-Eurotel Bratislava-SVKET,15-06-2018,6580
23106-Telefonica o2-SVKO2,15-06-2018,87
23201-Mobilkom Austria-AUTPT,15-06-2018,80
23203-T-Mobile Austria-AUTMM,15-06-2018,4691
23205-Connect -AUTCA,15-06-2018,75
23207-Tele Ring Telekom -AUTTR,15-06-2018,1779
23403-Airtel-GBRAJ,15-06-2018,730
23410-02 UK-GBRCN,15-06-2018,121
23415-Vodafone UK-GBRVF,15-06-2018,58
23418-Cloud 9-GBRC9,15-06-2018,42
23420-3 UK-GBRHU,15-06-2018,29
23450-Jersey Telecoms -GBRJT,15-06-2018,3236
23455-Guernsey Telecom-GBRGT,15-06-2018,4491
23458-Manx Telecom-GBRMT,15-06-2018,12324
23801-Tele Danmark Mobil-DNKTD,15-06-2018,2002
23802-Sonofon -DNKDM,15-06-2018,7280
23806-Hi3G - Denmark-DNKHU,15-06-2018,46
23820-Telia Mobile (Denmark)-DNKIA,15-06-2018,5500
24001-Telia Mobitel (Sweden)-SWETR,15-06-2018,15255
24002-HI 3G-SWEHU,15-06-2018,32
24007-Tele2 AB-SWEIQ,15-06-2018,13495
24008-Vodafone Sweden-SWEEP,15-06-2018,8841
24201-Telenor Mobil -NORTM,15-06-2018,25197
24202-NetCom-NORNC,15-06-2018,10750
24205-Telia Norge Norway-NORNN,15-06-2018,3082
24405-Radiolinja Finland-FINRL,15-06-2018,192
24412-Finnish 2G-FIN2G,15-06-2018,497
24421-Elisa (2nd code)-FINES,15-06-2018,21
24491-Sonera Corporation-FINTF,15-06-2018,4979
24601-Omnitel Lithuania-LTUOM,15-06-2018,9947
24602-Bite GSM-LTUMT,15-06-2018,3
24603-Tele2-LTU03,15-06-2018,14077
24701-Latvian Mobile Telephone-LVALM,15-06-2018,9806
24702-Baltcom GSM -LVABC,15-06-2018,6876
24801-Estonian Mob Tel-ESTEM,15-06-2018,2111
24802-Radiolinja Estonia-ESTRE,15-06-2018,128
24803-Estonia Ritabell (Tele2)-ESTRB,15-06-2018,1080
25001-MTS-RUS01,15-06-2018,1407
25002-MegaFon -RUSNW,15-06-2018,1441
25099-VimpelCom-RUSBD,15-06-2018,2746
25501-Ukraine Mobile Communications-UKRUM,15-06-2018,184
25503-Kyvistar GSM-UKRKS,15-06-2018,1432
25506-Astelit LLC-UKRAS,15-06-2018,61
25901-Voxtel-MDAVX,15-06-2018,174
25902-Moldcell-MDAMC,15-06-2018,3
26001-Polkomtel -POLKM,15-06-2018,58470
26002-Era -POL02,15-06-2018,92505
26003-PTK Centeltel -POL03,15-06-2018,142387
26006-P4 - 3G Poland-POLP4,15-06-2018,124
26201-T-Mobile Germany-DEUD1,15-06-2018,46853
26202-Vodafone Germany-DEUD2,15-06-2018,901
26203-Eplus -DEUE1,15-06-2018,1305
26207-O2 Germany-DEUE2,15-06-2018,1890
26601-Gibtel Telecommunications -GIBGT,15-06-2018,350
26801-Vodafone Portugal-PRTTL,15-06-2018,537
26803-Optimus -PRTOP,15-06-2018,17307
26806-TMN-PRTTM,15-06-2018,15386
27001-Luxembourg P&T-LUXPT,15-06-2018,2263
27077-Tango -LUXTG,15-06-2018,140
27099-VOX Mobile - Luxembourg-LUXVM,15-06-2018,999
27201-Vodafone Ireland-IRLEC,15-06-2018,3499
27202-O2 Ireland-IRLDF,15-06-2018,4875
27203-Meteor-IRLME,15-06-2018,64908
27205-Hutchinson 3G - Ireland-IRLH3,15-06-2018,5132
27401-Landssimi Islands -ISLPS,15-06-2018,80
27402-TAL -ISLTL,15-06-2018,69
27411-Nova Iceland-ISLK9,15-06-2018,600
27411-Nova Efh-ISLNO,15-06-2018,600
27601-AMC (Albanian Mobile) -ALBAM,15-06-2018,97
27602-Vodafone Albania-ALBVF,15-06-2018,2
27801-Vodafone Malta-MLTTL,15-06-2018,88
27821-Go Mobile -MLTGO,15-06-2018,773
28001-Cyprus Telecommunications Author-CYPCT,15-06-2018,327
28010-Scancom (Cyprus)-CYPSC,15-06-2018,6708
28020-CYPRUS Primtel-CYPPT,15-06-2018,43
28202-Magticom-GEOMA,15-06-2018,27
28305-Vivacell-ARM05,15-06-2018,1
28310-Orange-ARMOR,15-06-2018,9
28401-MobiTel AD Bulgaria-BGR01,15-06-2018,501
28403-Bulgarian Telecom -  Bulgaria-BGRVA,15-06-2018,7917
28405-Globul - Cosmo Bulgaria -BGRCM,15-06-2018,36328
28601-Turkcell-TURTC,15-06-2018,7588
28603-IS TIM-TURIS,15-06-2018,339
29340-SI-Mobil-SVNSM,15-06-2018,87
29341-Mobitel Slovenia-SVNMT,15-06-2018,945
29364-T-2 d.o.o. Slovenia-SVNFT,15-06-2018,204
29401-Makedonski Telekomunikacii-MKDMM,15-06-2018,37
29505-Mobilkom-LIEMK,15-06-2018,32
29701-Telenor Montenegro-MNEPM,15-06-2018,9
29702-T-Mobile Montenegro-MNETM,15-06-2018,44
30222-Telus Canada-CANTS,15-06-2018,7930
30237-Microcell (Fido)-CANMC,15-06-2018,241
30261-Bell Mobility-CANBM,15-06-2018,5817
30272-Rogers Wireless -CANRW,15-06-2018,1117
30801-SPM Telecom-SPMFT,15-06-2018,2
31017-Cingular (Pacific Bell Services)-USAPB,15-06-2018,566
31026-T-Mobile- USAW6-USAW6,15-06-2018,72220
31041-Cingular (Genesis)-USACG,15-06-2018,82084
33403-Mexico - Telefonica-MEXMS,15-06-2018,2
33405-Iusacell Mexico-MEXIU,15-06-2018,66
33805-Digicel Barbados Barbados-BRBDC,15-06-2018,236
33805-Digicel Mossel-JAMDC,15-06-2018,236
33818-C&W/Jamaica-JAMCW,15-06-2018,4
34001-Orange Caraïbe (FWI)-GLP01,15-06-2018,408
34020-FWI Bouygues Telecom-FRAF4,15-06-2018,10
34260-C&W/Barbados-BRBCW,15-06-2018,8
34403-APUA-ATG03,15-06-2018,1
34614-C&W/Cayman-CYMCW,15-06-2018,16
34857-CCT Boatphone - Virgin Islands-VGBCC,15-06-2018,19
35000-Bermuda Digital-BMUBD,15-06-2018,19
35211-Grenada-GRDCW,15-06-2018,15
35486-Montserrat C & W-MSRCW,15-06-2018,2
35611-St Kitts - C & W-KNACW,15-06-2018,5
35811-ST Lucia-LCACW,15-06-2018,2
36011-St Vincent - C & W-VCTCW,15-06-2018,1
36291-Setel NV (UTS Wireless Curacao)-ANTUT,15-06-2018,5
36439-BTC-BHSBH,15-06-2018,2
36584-Anguillia C&W-AIACW,15-06-2018,2
36611-Dominica - C & W-DMACW,15-06-2018,1
36801-C-Com-CUB01,15-06-2018,3
37001-Orange Dominican Republic-DOM01,15-06-2018,8
37002-Claro-DOMCL,15-06-2018,1
37413-Digicel Trinidad-TTODL,15-06-2018,2
40001-Azercell Telecom-AZEAC,15-06-2018,199
40101-Kar-tel -KAZKT,15-06-2018,14
40102-K'Cell-KAZKZ,15-06-2018,3
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,15-06-2018,1028
40403-Airtel Bharti [Himachal Pradesh]-INDBL,15-06-2018,16
40404-Idea Cellular Delhi-INDID,15-06-2018,39
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,15-06-2018,157
40407-Idea Cellular [Andhra Pradesh] I-IND07,15-06-2018,55
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,15-06-2018,8973
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,15-06-2018,840
40412-Escotel [Haryana] INDEH - 40412-INDEH,15-06-2018,5
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,15-06-2018,40
40416-Bharti Hexacom North East  India-IND16,15-06-2018,28
40419-Escotel [Kerala] INDEK - 40419-INDEK,15-06-2018,37
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,15-06-2018,1364
40422-Idea Cellular [Maharashtra] INDB-INDBO,15-06-2018,210
40424-Idea Cellular [Gujarat] INDBI - -INDBI,15-06-2018,32
40427-BPL Cellular [Maharashtra]-INDBM,15-06-2018,114
40430-Hutchison [Calcutta] INDCC - 404-INDCC,15-06-2018,128
40431-Airtel Bharti [Calcutta] INDMT --INDMT,15-06-2018,287
40440-Airtel Bharti [Chennai] INDSC - -INDSC,15-06-2018,1267
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,15-06-2018,23
40444-Spice Telekom [Karnataka] INDSK -INDSK,15-06-2018,5
40445-Airtel Bharti [Karnataka] INDJB -INDJB,15-06-2018,1846
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,15-06-2018,22
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,15-06-2018,873
40456-Escotel [UP West]-INDEU,15-06-2018,11
40470-Airtel India [Rajasthan] INDH1-INDH1,15-06-2018,574
40490-Airtel Bharti [Maharashtra]-INDA2,15-06-2018,161
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,15-06-2018,1238
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,15-06-2018,151
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,15-06-2018,277
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,15-06-2018,86
40496-Airtel Bharti [Haryana]-INDA5,15-06-2018,90
40497-Airtel Bharti [UP West] INDA6 - -INDA6,15-06-2018,100
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,15-06-2018,61
40503-Tata Docomo Mumbai-INDTG,15-06-2018,9
40504-Tata Docomo Tamil Nadu-INDT2,15-06-2018,1
40504-TATA Docomo India-INDTO,15-06-2018,1
40556-Bharti Airtel Assam India-IND15,15-06-2018,2
40579-Idea Cellular Mumbai -INDIM,15-06-2018,56
40585-Idea Cellular Chennai-INDIT,15-06-2018,1
40585-IDEA WEST BENGAL-INDIW,15-06-2018,1
41001-Mobilink-PAKMK,15-06-2018,421
41003-Ufone Pakistan-PAKUF,15-06-2018,77
41004-CMPak Limited-PAKPL,15-06-2018,6
41006-Telenor-PAKTP,15-06-2018,4
41220-TDCA-AFGTD,15-06-2018,1
41301-Mobitel - Sri Lanka-LKA71,15-06-2018,136
41302-MTN Sri Lanka-LKADG,15-06-2018,212
41501-FTML Lebanon-LBNFL,15-06-2018,244
41503-Libancell -LBNLC,15-06-2018,88
41601-MTS Fastlink-JORFL,15-06-2018,4
41603-Umniah - Jordan-JORUM,15-06-2018,3
41677-Mobilecom -JORMC,15-06-2018,6
41702-Spacetel - Syria-SYRSP,15-06-2018,7
41805-Asiacell - Iraq-IRQAC,15-06-2018,27
41820-Atheer - Iraq-IRQAT,15-06-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,15-06-2018,25
41903-Wataniya Telecom-KWTNM,15-06-2018,536
41904-Viva Kuwait -KWTKT,15-06-2018,68
42001-Saudi Telephone Company-SAUAJ,15-06-2018,3873
42003-Etihad Etisalat - Saudi Arabia-SAUET,15-06-2018,2393
42101-Sabafon-YEMSA,15-06-2018,1
42102-Spacetel-YEMSP,15-06-2018,4
42202-GTO Oman-OMNGT,15-06-2018,71
42203-Oman Mobile - Oman-OMNNT,15-06-2018,30
42402-Etisalat-ARETC,15-06-2018,2815
42403-United Arab Emirates-AREDU,15-06-2018,639
42501-Partner Communication-ISR01,15-06-2018,2316
42502-Cellcom-ISRCL,15-06-2018,625
42503-Pelephone, Israel-ISRPL,15-06-2018,69
42601-Bahrain Telecommunications-BHRBT,15-06-2018,75
42701-Qatar Telekom -QATQT,15-06-2018,4942
42901-Nepal Mobile-NPLNM,15-06-2018,1
43211-Iran TeleCom Co-IRN11,15-06-2018,70
43701-Bitel -KGZ01,15-06-2018,1
44010-NTT DoCoMo-JPNDO,15-06-2018,549
44020-J-Phone-JPNJP,15-06-2018,66
44050-KDDI-JPNKD,15-06-2018,110
44051-KDDI Japan-JPNKI,15-06-2018,136
45005-SK Korea-KORSK,15-06-2018,420
45006-LG U+ South Korea-KORLU,15-06-2018,151
45008-KT Freetel 3G-KORKF,15-06-2018,118
45201-VMS Mobifone-VNMMO,15-06-2018,65
45202-GPC Vietnam-VNMVI,15-06-2018,60
45400-Hong Kong CSL -HKGTC,15-06-2018,88
45403-Hutchison 3G (Hong Kong)-HKGH3,15-06-2018,97
45404-Hutchison Telephone Company -HKGHT,15-06-2018,1
45406-SmarTone Mobile Hong Kong-HKGSM,15-06-2018,572
45412-Peoples Telephone Company -HKGPP,15-06-2018,53
45419-Sunday 3G - Hong Kong-HKGM3,15-06-2018,64
45501-Companhia Telecomunicoes-MACCT,15-06-2018,6
45503-Hutchison Telephone Macau -MACHT,15-06-2018,6
45701-Lao Tele - Laos-LAOTC,15-06-2018,4
46000-China Telecom-CHNCT,15-06-2018,3471
46001-China Unicom-CHNCU,15-06-2018,992
46002-China Mobile - China-CHNCM,15-06-2018,772
46007-China Mobile 3rd-CHNTD,15-06-2018,211
46011-China Telecom -CHNDX,15-06-2018,4
46692-Chungwa Telecom LDM-TWNLD,15-06-2018,119
46697-Taiwan Cellular Corp-TWNPC,15-06-2018,15
47001-GrameenPhone-BGDGP,15-06-2018,19
47003-Banglalink - Bangladesh-BGDBL,15-06-2018,43
47201-Dhiraagu-MDV01,15-06-2018,1
50212-Maxis-MYSBC,15-06-2018,24
50216-DiGi Telecommunications -MYSMT,15-06-2018,177
50218-France Telecom Roaming Global Ex-MYSFT,15-06-2018,7
50219-Celcom-MYSCC,15-06-2018,25
50501-Telstra -AUSTA,15-06-2018,14923
50502-Optus Communications-AUSOP,15-06-2018,6335
51001-PT Satelindo Palapa-IDNSL,15-06-2018,18
51010-PT Telkomsel-IDNTS,15-06-2018,258
51502-Globe Telecom -PHLGT,15-06-2018,37
51503-Smart Communications-PHLSR,15-06-2018,1
52000-Thailand, True Move-THACT,15-06-2018,24
52003-AIS-THAWN,15-06-2018,559
52005-Thailand DTAC-THADT,15-06-2018,106
52501-Singtel GSM 900-SGPST,15-06-2018,926
52503-MobileOne-SGPM1,15-06-2018,15
52505-StarHub-SGPSH,15-06-2018,214
52811-DST Communications-BRNDS,15-06-2018,6
53001-Vodafone New Zealand-NZLBS,15-06-2018,134
53005-Telecom-NZLTM,15-06-2018,2432
53024-NZ Communications-NZLNH,15-06-2018,343
60201-Mobilnil-EGYAR,15-06-2018,715
60203-Etisalat - Egypt-EGYEM,15-06-2018,100
60301-PTT-AMN-DZAA1,15-06-2018,38
60303-Wataniya-DZAWT,15-06-2018,32
60400-Medi Telecom-MARMT,15-06-2018,60
60401-IAM-MARM1,15-06-2018,198
60501-Orange Tunisia-TUNOR,15-06-2018,16
60502-Tunisie Telecom-TUNTT,15-06-2018,84
60601-El Madar Tel Co-LBY01,15-06-2018,18
60701-Gamcell-GMB01,15-06-2018,4
60702-Africell-GMBAC,15-06-2018,11
60801-Sonatel-SENAZ,15-06-2018,30
61002-Ikatel Sa-MLI02,15-06-2018,31
61101-Orange-GINGS,15-06-2018,24
61203-Orange Cote d'Ivoire-CIV03,15-06-2018,60
61701-Cellplus Mobile Communications-MUSCP,15-06-2018,207
61703-MTML Mauritius-MUSMT,15-06-2018,1
61901-Celtel (SL) Limited-SLECT,15-06-2018,31
61905-Africell -SLEAC,15-06-2018,8
