imsi,date,recordcount
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,23-05-2018,1
31038-AT&T Wireless-USAAT,23-05-2018,1
31041-Cingular (Genesis)-USACG,23-05-2018,71766
31045-Viaero Wireless-USACI,23-05-2018,2
33402-Radiomovil-MEXTL,23-05-2018,119
33405-Iusacell Mexico-MEXIU,23-05-2018,13
33805-Digicel Barbados Barbados-BRBDC,23-05-2018,84
33805-Digicel Mossel-JAMDC,23-05-2018,84
33818-C&W/Jamaica-JAMCW,23-05-2018,3
34001-Orange Caraïbe (FWI)-GLP01,23-05-2018,199
34020-FWI Bouygues Telecom-FRAF4,23-05-2018,33
34260-C&W/Barbados-BRBCW,23-05-2018,2
34403-APUA-ATG03,23-05-2018,5
34492-Antigua C&W-ATGCW,23-05-2018,5
34614-C&W/Cayman-CYMCW,23-05-2018,13
34817-Cable Wireless-VGBCW,23-05-2018,1
35000-Bermuda Digital-BMUBD,23-05-2018,3
35211-Grenada-GRDCW,23-05-2018,4
35486-Montserrat C & W-MSRCW,23-05-2018,2
35611-St Kitts - C & W-KNACW,23-05-2018,1
35811-ST Lucia-LCACW,23-05-2018,3
36251-Telcell-ANTTC,23-05-2018,4
36439-BTC-BHSBH,23-05-2018,1
36584-Anguillia C&W-AIACW,23-05-2018,2
37001-Orange Dominican Republic-DOM01,23-05-2018,1
37413-Digicel Trinidad-TTODL,23-05-2018,5
37635-Turks & Calcos - C & W-TCACW,23-05-2018,27
40001-Azercell Telecom-AZEAC,23-05-2018,57
40002-Bakcell -AZEBC,23-05-2018,1
40101-Kar-tel -KAZKT,23-05-2018,29
40102-K'Cell-KAZKZ,23-05-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,23-05-2018,490
40403-Airtel Bharti [Himachal Pradesh]-INDBL,23-05-2018,16
40404-Idea Cellular Delhi-INDID,23-05-2018,6
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,23-05-2018,333
40407-Idea Cellular [Andhra Pradesh] I-IND07,23-05-2018,30
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,23-05-2018,4267
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,23-05-2018,491
40412-Escotel [Haryana] INDEH - 40412-INDEH,23-05-2018,7
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,23-05-2018,32
40416-Bharti Hexacom North East  India-IND16,23-05-2018,3
40419-Escotel [Kerala] INDEK - 40419-INDEK,23-05-2018,9
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,23-05-2018,1431
40422-Idea Cellular [Maharashtra] INDB-INDBO,23-05-2018,242
40424-Idea Cellular [Gujarat] INDBI - -INDBI,23-05-2018,18
40427-BPL Cellular [Maharashtra]-INDBM,23-05-2018,133
40430-Hutchison [Calcutta] INDCC - 404-INDCC,23-05-2018,188
40431-Airtel Bharti [Calcutta] INDMT --INDMT,23-05-2018,861
40440-Airtel Bharti [Chennai] INDSC - -INDSC,23-05-2018,1684
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,23-05-2018,28
40444-Spice Telekom [Karnataka] INDSK -INDSK,23-05-2018,19
40445-Airtel Bharti [Karnataka] INDJB -INDJB,23-05-2018,2722
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,23-05-2018,16
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,23-05-2018,1328
40456-Escotel [UP West]-INDEU,23-05-2018,65
40470-Airtel India [Rajasthan] INDH1-INDH1,23-05-2018,428
40490-Airtel Bharti [Maharashtra]-INDA2,23-05-2018,355
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,23-05-2018,1553
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,23-05-2018,113
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,23-05-2018,216
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,23-05-2018,99
40496-Airtel Bharti [Haryana]-INDA5,23-05-2018,59
40497-Airtel Bharti [UP West] INDA6 - -INDA6,23-05-2018,114
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,23-05-2018,215
40502-India TATA Docomo-INDT0,23-05-2018,3
40503-Tata Docomo Mumbai-INDTG,23-05-2018,4
40504-Tata Docomo Tamil Nadu-INDT2,23-05-2018,2
40504-TATA Docomo India-INDTO,23-05-2018,2
40556-Bharti Airtel Assam India-IND15,23-05-2018,16
40579-Idea Cellular Mumbai -INDIM,23-05-2018,18
40585-Idea Cellular Chennai-INDIT,23-05-2018,5
40585-IDEA WEST BENGAL-INDIW,23-05-2018,5
41001-Mobilink-PAKMK,23-05-2018,236
41003-Ufone Pakistan-PAKUF,23-05-2018,36
41004-CMPak Limited-PAKPL,23-05-2018,7
41220-TDCA-AFGTD,23-05-2018,4
41301-Mobitel - Sri Lanka-LKA71,23-05-2018,61
41302-MTN Sri Lanka-LKADG,23-05-2018,180
41305-Bharti Airtel Lanka-LKAAT,23-05-2018,6
41401-MPT-MMRFT,23-05-2018,2
41501-FTML Lebanon-LBNFL,23-05-2018,283
41503-Libancell -LBNLC,23-05-2018,67
41601-MTS Fastlink-JORFL,23-05-2018,1
41677-Mobilecom -JORMC,23-05-2018,50
41702-Spacetel - Syria-SYRSP,23-05-2018,3
41805-Asiacell - Iraq-IRQAC,23-05-2018,2
41820-Atheer - Iraq-IRQAT,23-05-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,23-05-2018,9
41903-Wataniya Telecom-KWTNM,23-05-2018,164
41904-Viva Kuwait -KWTKT,23-05-2018,1
42001-Saudi Telephone Company-SAUAJ,23-05-2018,1397
42003-Etihad Etisalat - Saudi Arabia-SAUET,23-05-2018,1037
42101-Sabafon-YEMSA,23-05-2018,5
42202-GTO Oman-OMNGT,23-05-2018,78
42203-Oman Mobile - Oman-OMNNT,23-05-2018,13
42402-Etisalat-ARETC,23-05-2018,1849
42403-United Arab Emirates-AREDU,23-05-2018,299
42501-Partner Communication-ISR01,23-05-2018,2470
42502-Cellcom-ISRCL,23-05-2018,656
42503-Pelephone, Israel-ISRPL,23-05-2018,28
42601-Bahrain Telecommunications-BHRBT,23-05-2018,19
42701-Qatar Telekom -QATQT,23-05-2018,1589
43211-Iran TeleCom Co-IRN11,23-05-2018,75
43404-Unitel-UZBDU,23-05-2018,17
43701-Bitel -KGZ01,23-05-2018,2
44010-NTT DoCoMo-JPNDO,23-05-2018,619
44020-J-Phone-JPNJP,23-05-2018,46
44050-KDDI-JPNKD,23-05-2018,109
44051-KDDI Japan-JPNKI,23-05-2018,119
45005-SK Korea-KORSK,23-05-2018,743
45006-LG U+ South Korea-KORLU,23-05-2018,297
45008-KT Freetel 3G-KORKF,23-05-2018,161
45201-VMS Mobifone-VNMMO,23-05-2018,45
45202-GPC Vietnam-VNMVI,23-05-2018,10
45400-Hong Kong CSL -HKGTC,23-05-2018,128
45403-Hutchison 3G (Hong Kong)-HKGH3,23-05-2018,72
45406-SmarTone Mobile Hong Kong-HKGSM,23-05-2018,480
45412-Peoples Telephone Company -HKGPP,23-05-2018,56
45419-Sunday 3G - Hong Kong-HKGM3,23-05-2018,42
45501-Companhia Telecomunicoes-MACCT,23-05-2018,8
45701-Lao Tele - Laos-LAOTC,23-05-2018,2
46000-China Telecom-CHNCT,23-05-2018,2864
46001-China Unicom-CHNCU,23-05-2018,1154
46002-China Mobile - China-CHNCM,23-05-2018,837
46007-China Mobile 3rd-CHNTD,23-05-2018,155
46601-Far EasTone Telecommunications-TWNFE,23-05-2018,1
46692-Chungwa Telecom LDM-TWNLD,23-05-2018,105
46697-Taiwan Cellular Corp-TWNPC,23-05-2018,20
47001-GrameenPhone-BGDGP,23-05-2018,7
47003-Banglalink - Bangladesh-BGDBL,23-05-2018,3
47201-Dhiraagu-MDV01,23-05-2018,13
47202-Wataniya - Maldives-MDVWM,23-05-2018,1
50212-Maxis-MYSBC,23-05-2018,23
50216-DiGi Telecommunications -MYSMT,23-05-2018,124
50219-Celcom-MYSCC,23-05-2018,22
50501-Telstra -AUSTA,23-05-2018,13952
50502-Optus Communications-AUSOP,23-05-2018,5652
50503-Vodafone Australia-AUSVF,23-05-2018,1
51001-PT Satelindo Palapa-IDNSL,23-05-2018,8
51010-PT Telkomsel-IDNTS,23-05-2018,142
51502-Globe Telecom -PHLGT,23-05-2018,23
52000-Thailand, True Move-THACT,23-05-2018,4
52003-AIS-THAWN,23-05-2018,551
52005-Thailand DTAC-THADT,23-05-2018,62
52501-Singtel GSM 900-SGPST,23-05-2018,1036
52503-MobileOne-SGPM1,23-05-2018,1
52505-StarHub-SGPSH,23-05-2018,105
52811-DST Communications-BRNDS,23-05-2018,20
53001-Vodafone New Zealand-NZLBS,23-05-2018,61
53005-Telecom-NZLTM,23-05-2018,2004
53024-NZ Communications-NZLNH,23-05-2018,311
60201-Mobilnil-EGYAR,23-05-2018,916
60203-Etisalat - Egypt-EGYEM,23-05-2018,63
60301-PTT-AMN-DZAA1,23-05-2018,5
60303-Wataniya-DZAWT,23-05-2018,17
60400-Medi Telecom-MARMT,23-05-2018,54
60401-IAM-MARM1,23-05-2018,68
60501-Orange Tunisia-TUNOR,23-05-2018,4
60502-Tunisie Telecom-TUNTT,23-05-2018,23
60701-Gamcell-GMB01,23-05-2018,3
60801-Sonatel-SENAZ,23-05-2018,53
61002-Ikatel Sa-MLI02,23-05-2018,13
61101-Orange-GINGS,23-05-2018,17
61203-Orange Cote d'Ivoire-CIV03,23-05-2018,85
61701-Cellplus Mobile Communications-MUSCP,23-05-2018,43
61901-Celtel (SL) Limited-SLECT,23-05-2018,25
62001-Scancom -GHASC,23-05-2018,474
62003-Mobitel-GHAMT,23-05-2018,9
62006-Airtel Ghana-GHAZN,23-05-2018,5
62130-MTN-NGAMN,23-05-2018,3037
62150-Globacom - Nigeria-NGAGM,23-05-2018,638
62160-Etisalat Nigeria-NGAEM,23-05-2018,1062
62402-Orange Cameroon-CMR02,23-05-2018,19
62701-GETESA-GNQ01,23-05-2018,4
63001-Vodacom Congo (Democratic)-CODVC,23-05-2018,4
63086-Orange-CODFT,23-05-2018,5
63102-Unitel-AGOUT,23-05-2018,76
63203-Orange-GNB03,23-05-2018,2
63301-Cable & Wireless-SYCCW,23-05-2018,3
63310-Telekom Seychelles-SYCAT,23-05-2018,2
63401-MobiTel Sudan-SUDMO,23-05-2018,13
63402-Bashair Telecom - Sudan-SDNBT,23-05-2018,4
63402-MTN-SSDMN,23-05-2018,4
63510-Rwandacell - Rwanda-RWAMN,23-05-2018,14
63601-ETC-ETH01,23-05-2018,8
63902-Safaricom -KENSA,23-05-2018,299
63903-KenCell -KENKC,23-05-2018,27
64005-Celtel Tanzania-TZACT,23-05-2018,11
64101-Celtel Uganda-UGACE,23-05-2018,9
64110-MTN-UGAMN,23-05-2018,45
64111-Uganda Telecom-UGATL,23-05-2018,1
64114-Orange-UGAOR,23-05-2018,6
64301-TDM -MOZ01,23-05-2018,6
64502-Telecel Zambia-ZMB02,23-05-2018,1
64700-Orange Reunion - Reunion-REU02,23-05-2018,249
64801-Net One-ZWEN1,23-05-2018,32
64804-Econet-ZWEET,23-05-2018,37
64901-MTC Namibia -NAM01,23-05-2018,14
65201-Mascom Wireless -BWAGA,23-05-2018,51
65202-Orange Botswana-BWAVC,23-05-2018,49
65501-Vodacom South Africa-ZAFVC,23-05-2018,10
65507-Cell C-ZAFCC,23-05-2018,62
65510-MTN South Africa-ZAFMN,23-05-2018,1532
70267-BTL-BLZ67,23-05-2018,2
71201-ICE-CRICR,23-05-2018,1
71401-Cable & Wireless-PANCW,23-05-2018,3
72207-Argentina Telefonica-ARGTM,23-05-2018,14
72234-Personal Telecom-ARGTP,23-05-2018,112
72402-TIM Region 2 Rio Norte-BRARN,23-05-2018,45
72403-TIM Region 3 Sau Paulo-BRASP,23-05-2018,220
72404-TIM Region 1 Cellular Centro-BRACS,23-05-2018,40
72406-Vivo 2-BRAV2,23-05-2018,10
72410-Vivo 1-BRAV1,23-05-2018,12
72411-Vivo 3-BRAV3,23-05-2018,3
72431-TNL (Oi)-BRATM,23-05-2018,1
73001-Entel Telefonia Movil -CHLMV,23-05-2018,39
73210-Occidente Y Caribe Celular Sa Oc-COLCM,23-05-2018,14
73212-Telefonica Moviles-COLTM,23-05-2018,17
73801-Digicel Guyana-GUYUM,23-05-2018,1
74801-Antel-URYAN,23-05-2018,22
90105-Thuraya -ARETH,23-05-2018,3
90131-Orange France-AAZOR,23-05-2018,13
20201-Cosmote Mobile Telecom-GRCCO,24-05-2018,15531
20205-Vodafone Greece-GRCPF,24-05-2018,140
20209-Wind Greece (Q-Telecom)-GRCQT,24-05-2018,196
20210-Stet Hellas Telecommunications-GRCSH,24-05-2018,4359
20404-Vodafone Netherlands-NLDLT,24-05-2018,17296
20408-KPN Tel Netherlands -NLDPT,24-05-2018,8335
20412-Telfort-NLDTM,24-05-2018,504
20416-T-Mobile Netherlands-NLDPN,24-05-2018,67198
20420-Orange Netherlands-NLDDT,24-05-2018,47
20601-Belgacom Mobile -BELTB,24-05-2018,4676
20610-Mobistar-BELMO,24-05-2018,20068
20620-Base-BELKO,24-05-2018,552
20801-Orange France-FRAF1,24-05-2018,154566
20810-SFR France-FRAF2,24-05-2018,1
20815-Free Mobile -FRAF5,24-05-2018,18221
20815-France Free Mobile-FRAFM,24-05-2018,18221
20820-Bouygues Telecom-FRAF3,24-05-2018,47683
21201-Vala 900 (Monaco Telecom) -MCOM1,24-05-2018,4
21401-Vodafone Espaqa-ESPAT,24-05-2018,733
21403-Amena-ESPRT,24-05-2018,38714
21404-Xfera Moviles-ESPXF,24-05-2018,4848
21407-Telefonica Moviles-ESPTE,24-05-2018,7202
21421-Jazztel Spain -ESPJZ,24-05-2018,494
21601-Pannon GSM-HUNH1,24-05-2018,4629
21630-Westel 900 GSM-HUNH2,24-05-2018,13330
21670-Vodafone Hungary-HUNVR,24-05-2018,83
21803-Eronet-BIHER,24-05-2018,5
21901-HT Mobile-HRVCN,24-05-2018,2840
21902-Tele2  (Croatia)-HRVT2,24-05-2018,132
21910-VIP Net GSM -HRVVI,24-05-2018,37
22001-Mobtel-YUGMT,24-05-2018,27
22003-Telekom Srbija-YUGTS,24-05-2018,284
22201-TIM Italy -ITASI,24-05-2018,19064
22210-Vodafone Omnitel-ITAOM,24-05-2018,1279
22288-Wind Italy-ITAWI,24-05-2018,18327
22299-Hutchinson 3G - Italy-ITAH3,24-05-2018,711
22601-Mobifon -ROMMF,24-05-2018,1342
22603-Cosmorom-ROMCS,24-05-2018,17978
22610-Orange Romania-ROMMR,24-05-2018,84392
22801-Swisscom-CHEC1,24-05-2018,13988
22802-sunrise-CHEDX,24-05-2018,6272
22803-Orange Switzerland-CHEOR,24-05-2018,4845
23001-T-Mobile Czech-CZERM,24-05-2018,19625
23002-Eurotel Praha -CZEET,24-05-2018,471
23003-Cesky Mobil -CZECM,24-05-2018,1052
23101-Orange Slovakia-SVKGT,24-05-2018,9471
23102-Eurotel Bratislava-SVKET,24-05-2018,5289
23106-Telefonica o2-SVKO2,24-05-2018,108
23201-Mobilkom Austria-AUTPT,24-05-2018,2738
23203-T-Mobile Austria-AUTMM,24-05-2018,5495
23205-Connect -AUTCA,24-05-2018,109
23207-Tele Ring Telekom -AUTTR,24-05-2018,1720
23403-Airtel-GBRAJ,24-05-2018,744
23410-02 UK-GBRCN,24-05-2018,67
23415-Vodafone UK-GBRVF,24-05-2018,61
23418-Cloud 9-GBRC9,24-05-2018,45
23420-3 UK-GBRHU,24-05-2018,35
23450-Jersey Telecoms -GBRJT,24-05-2018,3180
23455-Guernsey Telecom-GBRGT,24-05-2018,3566
23458-Manx Telecom-GBRMT,24-05-2018,11744
23801-Tele Danmark Mobil-DNKTD,24-05-2018,2516
23802-Sonofon -DNKDM,24-05-2018,7528
23806-Hi3G - Denmark-DNKHU,24-05-2018,52
23820-Telia Mobile (Denmark)-DNKIA,24-05-2018,5898
24001-Telia Mobitel (Sweden)-SWETR,24-05-2018,18698
24002-HI 3G-SWEHU,24-05-2018,30
24007-Tele2 AB-SWEIQ,24-05-2018,12178
24008-Vodafone Sweden-SWEEP,24-05-2018,7870
24201-Telenor Mobil -NORTM,24-05-2018,24643
24202-NetCom-NORNC,24-05-2018,10904
24205-Telia Norge Norway-NORNN,24-05-2018,2917
24405-Radiolinja Finland-FINRL,24-05-2018,109
24412-Finnish 2G-FIN2G,24-05-2018,357
24421-Elisa (2nd code)-FINES,24-05-2018,9
24491-Sonera Corporation-FINTF,24-05-2018,4099
24601-Omnitel Lithuania-LTUOM,24-05-2018,8439
24603-Tele2-LTU03,24-05-2018,11047
24701-Latvian Mobile Telephone-LVALM,24-05-2018,8726
24702-Baltcom GSM -LVABC,24-05-2018,6356
24801-Estonian Mob Tel-ESTEM,24-05-2018,2129
24802-Radiolinja Estonia-ESTRE,24-05-2018,196
24803-Estonia Ritabell (Tele2)-ESTRB,24-05-2018,920
25001-MTS-RUS01,24-05-2018,1416
25002-MegaFon -RUSNW,24-05-2018,1595
25099-VimpelCom-RUSBD,24-05-2018,2563
25501-Ukraine Mobile Communications-UKRUM,24-05-2018,66
25503-Kyvistar GSM-UKRKS,24-05-2018,1142
25506-Astelit LLC-UKRAS,24-05-2018,49
25701-Mobile Digital Communications -BLRMD,24-05-2018,7
25901-Voxtel-MDAVX,24-05-2018,82
25902-Moldcell-MDAMC,24-05-2018,39
26001-Polkomtel -POLKM,24-05-2018,55708
26002-Era -POL02,24-05-2018,90036
26003-PTK Centeltel -POL03,24-05-2018,132051
26006-P4 - 3G Poland-POLP4,24-05-2018,165
26201-T-Mobile Germany-DEUD1,24-05-2018,62932
26202-Vodafone Germany-DEUD2,24-05-2018,1231
26203-Eplus -DEUE1,24-05-2018,1440
26207-O2 Germany-DEUE2,24-05-2018,2332
26601-Gibtel Telecommunications -GIBGT,24-05-2018,226
26801-Vodafone Portugal-PRTTL,24-05-2018,478
26803-Optimus -PRTOP,24-05-2018,14815
26806-TMN-PRTTM,24-05-2018,13007
27001-Luxembourg P&T-LUXPT,24-05-2018,3247
27077-Tango -LUXTG,24-05-2018,119
27099-VOX Mobile - Luxembourg-LUXVM,24-05-2018,1075
27201-Vodafone Ireland-IRLEC,24-05-2018,3891
27202-O2 Ireland-IRLDF,24-05-2018,4712
27203-Meteor-IRLME,24-05-2018,46531
27401-Landssimi Islands -ISLPS,24-05-2018,182
27402-TAL -ISLTL,24-05-2018,77
27404-IMC - Iceland-ISLVW,24-05-2018,1
27411-Nova Iceland-ISLK9,24-05-2018,211
27411-Nova Efh-ISLNO,24-05-2018,211
27601-AMC (Albanian Mobile) -ALBAM,24-05-2018,245
27801-Vodafone Malta-MLTTL,24-05-2018,63
27821-Go Mobile -MLTGO,24-05-2018,721
28001-Cyprus Telecommunications Author-CYPCT,24-05-2018,193
28010-Scancom (Cyprus)-CYPSC,24-05-2018,6955
28020-CYPRUS Primtel-CYPPT,24-05-2018,73
28201-Geocell -GEOGC,24-05-2018,11
28202-Magticom-GEOMA,24-05-2018,33
28305-Vivacell-ARM05,24-05-2018,1
28310-Orange-ARMOR,24-05-2018,20
28401-MobiTel AD Bulgaria-BGR01,24-05-2018,376
28403-Bulgarian Telecom -  Bulgaria-BGRVA,24-05-2018,5998
28405-Globul - Cosmo Bulgaria -BGRCM,24-05-2018,22547
28601-Turkcell-TURTC,24-05-2018,3779
28603-IS TIM-TURIS,24-05-2018,347
29340-SI-Mobil-SVNSM,24-05-2018,72
29341-Mobitel Slovenia-SVNMT,24-05-2018,1144
29364-T-2 d.o.o. Slovenia-SVNFT,24-05-2018,55
29401-Makedonski Telekomunikacii-MKDMM,24-05-2018,62
29505-Mobilkom-LIEMK,24-05-2018,18
29701-Telenor Montenegro-MNEPM,24-05-2018,19
29702-T-Mobile Montenegro-MNETM,24-05-2018,20
30222-Telus Canada-CANTS,24-05-2018,7475
30237-Microcell (Fido)-CANMC,24-05-2018,184
30261-Bell Mobility-CANBM,24-05-2018,6279
30272-Rogers Wireless -CANRW,24-05-2018,1216
31017-Cingular (Pacific Bell Services)-USAPB,24-05-2018,665
31026-T-Mobile- USAW6-USAW6,24-05-2018,59899
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,24-05-2018,2
31038-AT&T Wireless-USAAT,24-05-2018,2
31041-Cingular (Genesis)-USACG,24-05-2018,72240
31045-Viaero Wireless-USACI,24-05-2018,2
31148-Verizon-USAVZ,24-05-2018,5
33402-Radiomovil-MEXTL,24-05-2018,131
33403-Mexico - Telefonica-MEXMS,24-05-2018,1
33405-Iusacell Mexico-MEXIU,24-05-2018,23
33805-Digicel Barbados Barbados-BRBDC,24-05-2018,150
33805-Digicel Mossel-JAMDC,24-05-2018,150
33818-C&W/Jamaica-JAMCW,24-05-2018,12
34001-Orange Caraïbe (FWI)-GLP01,24-05-2018,176
34020-FWI Bouygues Telecom-FRAF4,24-05-2018,3
34260-C&W/Barbados-BRBCW,24-05-2018,2
34492-Antigua C&W-ATGCW,24-05-2018,3
34614-C&W/Cayman-CYMCW,24-05-2018,8
34817-Cable Wireless-VGBCW,24-05-2018,3
34857-CCT Boatphone - Virgin Islands-VGBCC,24-05-2018,1
35000-Bermuda Digital-BMUBD,24-05-2018,14
35611-St Kitts - C & W-KNACW,24-05-2018,2
35811-ST Lucia-LCACW,24-05-2018,9
36251-Telcell-ANTTC,24-05-2018,1
36291-Setel NV (UTS Wireless Curacao)-ANTUT,24-05-2018,2
36611-Dominica - C & W-DMACW,24-05-2018,1
37635-Turks & Calcos - C & W-TCACW,24-05-2018,38
40001-Azercell Telecom-AZEAC,24-05-2018,90
40002-Bakcell -AZEBC,24-05-2018,1
40101-Kar-tel -KAZKT,24-05-2018,51
40102-K'Cell-KAZKZ,24-05-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,24-05-2018,603
40403-Airtel Bharti [Himachal Pradesh]-INDBL,24-05-2018,10
40404-Idea Cellular Delhi-INDID,24-05-2018,21
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,24-05-2018,297
40407-Idea Cellular [Andhra Pradesh] I-IND07,24-05-2018,92
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,24-05-2018,4418
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,24-05-2018,392
40412-Escotel [Haryana] INDEH - 40412-INDEH,24-05-2018,17
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,24-05-2018,46
40416-Bharti Hexacom North East  India-IND16,24-05-2018,20
40419-Escotel [Kerala] INDEK - 40419-INDEK,24-05-2018,52
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,24-05-2018,1508
40422-Idea Cellular [Maharashtra] INDB-INDBO,24-05-2018,278
40424-Idea Cellular [Gujarat] INDBI - -INDBI,24-05-2018,28
40427-BPL Cellular [Maharashtra]-INDBM,24-05-2018,115
40430-Hutchison [Calcutta] INDCC - 404-INDCC,24-05-2018,173
40431-Airtel Bharti [Calcutta] INDMT --INDMT,24-05-2018,1106
40440-Airtel Bharti [Chennai] INDSC - -INDSC,24-05-2018,1670
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,24-05-2018,8
40444-Spice Telekom [Karnataka] INDSK -INDSK,24-05-2018,15
40445-Airtel Bharti [Karnataka] INDJB -INDJB,24-05-2018,2537
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,24-05-2018,16
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,24-05-2018,1408
40456-Escotel [UP West]-INDEU,24-05-2018,68
40470-Airtel India [Rajasthan] INDH1-INDH1,24-05-2018,378
40490-Airtel Bharti [Maharashtra]-INDA2,24-05-2018,273
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,24-05-2018,1616
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,24-05-2018,141
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,24-05-2018,340
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,24-05-2018,96
40496-Airtel Bharti [Haryana]-INDA5,24-05-2018,59
40497-Airtel Bharti [UP West] INDA6 - -INDA6,24-05-2018,52
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,24-05-2018,170
40502-India TATA Docomo-INDT0,24-05-2018,2
40503-Tata Docomo Mumbai-INDTG,24-05-2018,4
40504-Tata Docomo Tamil Nadu-INDT2,24-05-2018,9
40504-TATA Docomo India-INDTO,24-05-2018,9
40555-Bharti Airtel Jammu & Kashmir-IND13,24-05-2018,3
40556-Bharti Airtel Assam India-IND15,24-05-2018,26
40579-Idea Cellular Mumbai -INDIM,24-05-2018,22
40585-Idea Cellular Chennai-INDIT,24-05-2018,1
40585-IDEA WEST BENGAL-INDIW,24-05-2018,1
41001-Mobilink-PAKMK,24-05-2018,179
41003-Ufone Pakistan-PAKUF,24-05-2018,69
41004-CMPak Limited-PAKPL,24-05-2018,15
41220-TDCA-AFGTD,24-05-2018,4
41301-Mobitel - Sri Lanka-LKA71,24-05-2018,61
41302-MTN Sri Lanka-LKADG,24-05-2018,179
41305-Bharti Airtel Lanka-LKAAT,24-05-2018,7
41501-FTML Lebanon-LBNFL,24-05-2018,257
41503-Libancell -LBNLC,24-05-2018,87
41601-MTS Fastlink-JORFL,24-05-2018,1
41677-Mobilecom -JORMC,24-05-2018,68
41702-Spacetel - Syria-SYRSP,24-05-2018,4
41805-Asiacell - Iraq-IRQAC,24-05-2018,13
41820-Atheer - Iraq-IRQAT,24-05-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,24-05-2018,8
41903-Wataniya Telecom-KWTNM,24-05-2018,64
41904-Viva Kuwait -KWTKT,24-05-2018,1
42001-Saudi Telephone Company-SAUAJ,24-05-2018,1364
42003-Etihad Etisalat - Saudi Arabia-SAUET,24-05-2018,1115
42102-Spacetel-YEMSP,24-05-2018,4
42202-GTO Oman-OMNGT,24-05-2018,67
42203-Oman Mobile - Oman-OMNNT,24-05-2018,8
42402-Etisalat-ARETC,24-05-2018,1946
42403-United Arab Emirates-AREDU,24-05-2018,406
42501-Partner Communication-ISR01,24-05-2018,2599
42502-Cellcom-ISRCL,24-05-2018,631
42503-Pelephone, Israel-ISRPL,24-05-2018,32
42505-Paltel-PSEJE,24-05-2018,1
42601-Bahrain Telecommunications-BHRBT,24-05-2018,28
42701-Qatar Telekom -QATQT,24-05-2018,1916
43211-Iran TeleCom Co-IRN11,24-05-2018,80
43404-Unitel-UZBDU,24-05-2018,5
43701-Bitel -KGZ01,24-05-2018,7
44010-NTT DoCoMo-JPNDO,24-05-2018,584
44020-J-Phone-JPNJP,24-05-2018,66
44050-KDDI-JPNKD,24-05-2018,117
44051-KDDI Japan-JPNKI,24-05-2018,110
45005-SK Korea-KORSK,24-05-2018,629
45006-LG U+ South Korea-KORLU,24-05-2018,223
45008-KT Freetel 3G-KORKF,24-05-2018,288
45201-VMS Mobifone-VNMMO,24-05-2018,64
45202-GPC Vietnam-VNMVI,24-05-2018,30
45400-Hong Kong CSL -HKGTC,24-05-2018,189
45403-Hutchison 3G (Hong Kong)-HKGH3,24-05-2018,63
45406-SmarTone Mobile Hong Kong-HKGSM,24-05-2018,487
45412-Peoples Telephone Company -HKGPP,24-05-2018,66
45419-Sunday 3G - Hong Kong-HKGM3,24-05-2018,57
45501-Companhia Telecomunicoes-MACCT,24-05-2018,6
45503-Hutchison Telephone Macau -MACHT,24-05-2018,1
46000-China Telecom-CHNCT,24-05-2018,3214
46001-China Unicom-CHNCU,24-05-2018,987
46002-China Mobile - China-CHNCM,24-05-2018,827
46007-China Mobile 3rd-CHNTD,24-05-2018,228
46601-Far EasTone Telecommunications-TWNFE,24-05-2018,1
46692-Chungwa Telecom LDM-TWNLD,24-05-2018,113
46697-Taiwan Cellular Corp-TWNPC,24-05-2018,21
47001-GrameenPhone-BGDGP,24-05-2018,11
