imsi_prefix,date,Incoming data,Records count 
60502-Tunisie Telecom-TUNTT,16-06-2018,0,1                                      
60801-Sonatel-SENAZ,16-06-2018,5,2                                              
61203-Orange Cote d'Ivoire-CIV03,16-06-2018,43,7                                
61701-Cellplus Mobile Communications-MUSCP,16-06-2018,15,19                     
62001-Scancom -GHASC,16-06-2018,530,214                                         
62003-Mobitel-GHAMT,16-06-2018,23,7                                             
62006-Airtel Ghana-GHAZN,16-06-2018,7,240                                       
62130-MTN-NGAMN,16-06-2018,2203,4455                                            
62150-Globacom - Nigeria-NGAGM,16-06-2018,18,14                                 
62160-Etisalat Nigeria-NGAEM,16-06-2018,760,19582                               
62401-MTN Cameroon-CMRMT,16-06-2018,0,2                                         
63102-Unitel-AGOUT,16-06-2018,7,41                                              
63301-Cable & Wireless-SYCCW,16-06-2018,21,2                                    
63510-Rwandacell - Rwanda-RWAMN,16-06-2018,10,48                                
63902-Safaricom -KENSA,16-06-2018,185,327                                       
63903-KenCell -KENKC,16-06-2018,4,14                                            
64005-Celtel Tanzania-TZACT,16-06-2018,20,45                                    
64101-Celtel Uganda-UGACE,16-06-2018,5,277                                      
64110-MTN-UGAMN,16-06-2018,29,19                                                
64304-Vodacom-MOZVC,16-06-2018,102,1                                            
64804-Econet-ZWEET,16-06-2018,78,68                                             
64901-MTC Namibia -NAM01,16-06-2018,1,5                                         
65202-Orange Botswana-BWAVC,16-06-2018,2,32                                     
65501-Vodacom South Africa-ZAFVC,16-06-2018,34,5                                
65507-Cell C-ZAFCC,16-06-2018,10,4                                              
65510-MTN South Africa-ZAFMN,16-06-2018,1237,3596                               
71030-Telefonica Nicaragua-NICMS,16-06-2018,0,2                                 
71401-Cable & Wireless-PANCW,16-06-2018,0,3                                     
71402-Telefonica Moviles-PANMS,16-06-2018,0,1                                   
71404-Digicel Panama-PANDC,16-06-2018,11,1                                      
71606-Telefonica Moviles-PERMO,16-06-2018,0,1                                   
72207-Argentina Telefonica-ARGTM,16-06-2018,1580,159                            
72231-AMX Argentina-ARGCM,16-06-2018,0,1                                        
72234-Personal Telecom-ARGTP,16-06-2018,6487,721                                
72402-TIM Region 2 Rio Norte-BRARN,16-06-2018,308,507                           
72403-TIM Region 3 Sau Paulo-BRASP,16-06-2018,499,452                           
72404-TIM Region 1 Cellular Centro-BRACS,16-06-2018,164,421                     
72406-Vivo 2-BRAV2,16-06-2018,4417,2286                                         
72410-Vivo 1-BRAV1,16-06-2018,14304,6118                                        
72411-Vivo 3-BRAV3,16-06-2018,7852,4121                                         
72423-Telemig - Brazil-BRATC,16-06-2018,31,42                                   
72431-TNL (Oi)-BRATM,16-06-2018,6,20                                            
73001-Entel Telefonia Movil -CHLMV,16-06-2018,295,52                            
73212-Telefonica Moviles-COLTM,16-06-2018,1764,79                               
73801-Digicel Guyana-GUYUM,16-06-2018,1,4                                       
74801-Antel-URYAN,16-06-2018,91,20                                              
74807-Telefonica Moviles-URYTM,16-06-2018,1,12                                  
90137-Transatel-AAZTR,16-06-2018,6789,514                                       
90140-Telekom Deutschland Global SIM-AAZTD,16-06-2018,31,11                     
20201-Cosmote Mobile Telecom-GRCCO,17-06-2018,162065,17795                      
20205-Vodafone Greece-GRCPF,17-06-2018,1259,294                                 
20210-Stet Hellas Telecommunications-GRCSH,17-06-2018,26289,2443                
20404-Vodafone Netherlands-NLDLT,17-06-2018,25636,665801                        
20408-KPN Tel Netherlands -NLDPT,17-06-2018,827699,702455                       
20412-Telfort-NLDTM,17-06-2018,10051,1201                                       
20416-T-Mobile Netherlands-NLDPN,17-06-2018,1024310,56686                       
20420-Orange Netherlands-NLDDT,17-06-2018,875,48                                
20601-Belgacom Mobile -BELTB,17-06-2018,57917,7156                              
20610-Mobistar-BELMO,17-06-2018,285600,66916                                    
20620-Base-BELKO,17-06-2018,14054,1099                                          
20801-Orange France-FRAF1,17-06-2018,4036309,418944                             
20810-SFR France-FRAF2,17-06-2018,0,3                                           
20815-Free Mobile -FRAF5,17-06-2018,955965,46697                                
20815-France Free Mobile-FRAFM,17-06-2018,955965,46697                          
20820-Bouygues Telecom-FRAF3,17-06-2018,1219406,88524                           
21401-Vodafone Espaqa-ESPAT,17-06-2018,23492,4182                               
21403-Amena-ESPRT,17-06-2018,2371565,199327                                     
21404-Xfera Moviles-ESPXF,17-06-2018,391542,25798                               
21407-Telefonica Moviles-ESPTE,17-06-2018,112805,106180                         
21421-Jazztel Spain -ESPJZ,17-06-2018,25632,1918                                
21601-Pannon GSM-HUNH1,17-06-2018,116919,8409                                   
21630-Westel 900 GSM-HUNH2,17-06-2018,337093,15829                              
21670-Vodafone Hungary-HUNVR,17-06-2018,1921,227                                
21803-Eronet-BIHER,17-06-2018,0,1                                               
21901-HT Mobile-HRVCN,17-06-2018,104965,3959                                    
21902-Tele2  (Croatia)-HRVT2,17-06-2018,4383,323                                
21910-VIP Net GSM -HRVVI,17-06-2018,156,56                                      
22001-Mobtel-YUGMT,17-06-2018,28,5                                              
22003-Telekom Srbija-YUGTS,17-06-2018,41,20                                     
22201-TIM Italy -ITASI,17-06-2018,919859,77704                                  
22210-Vodafone Omnitel-ITAOM,17-06-2018,28170,5870                              
22288-Wind Italy-ITAWI,17-06-2018,992069,81744                                  
22299-Hutchinson 3G - Italy-ITAH3,17-06-2018,32353,4873                         
22601-Mobifon -ROMMF,17-06-2018,14469,1892                                      
22603-Cosmorom-ROMCS,17-06-2018,263400,11752                                    
22610-Orange Romania-ROMMR,17-06-2018,965494,54628                              
22801-Swisscom-CHEC1,17-06-2018,351544,28446                                    
22802-sunrise-CHEDX,17-06-2018,68006,8149                                       
22803-Orange Switzerland-CHEOR,17-06-2018,86336,8164                            
23001-T-Mobile Czech-CZERM,17-06-2018,366511,18945                              
23002-Eurotel Praha -CZEET,17-06-2018,950,516                                   
23003-Cesky Mobil -CZECM,17-06-2018,9381,987                                    
23101-Orange Slovakia-SVKGT,17-06-2018,150873,8271                              
23102-Eurotel Bratislava-SVKET,17-06-2018,86120,7125                            
23106-Telefonica o2-SVKO2,17-06-2018,227,109                                    
23201-Mobilkom Austria-AUTPT,17-06-2018,1381,4768                               
23203-T-Mobile Austria-AUTMM,17-06-2018,202133,607400                           
23205-Connect -AUTCA,17-06-2018,1346,411                                        
23207-Tele Ring Telekom -AUTTR,17-06-2018,52449,5661                            
23403-Airtel-GBRAJ,17-06-2018,668,121                                           
23418-Cloud 9-GBRC9,17-06-2018,30,11                                            
23450-Jersey Telecoms -GBRJT,17-06-2018,17836,223347                            
23455-Guernsey Telecom-GBRGT,17-06-2018,1700,2416                               
23458-Manx Telecom-GBRMT,17-06-2018,24051,217851                                
23801-Tele Danmark Mobil-DNKTD,17-06-2018,56972,5245                            
23802-Sonofon -DNKDM,17-06-2018,245738,253671                                   
23806-Hi3G - Denmark-DNKHU,17-06-2018,321,125                                   
23820-Telia Mobile (Denmark)-DNKIA,17-06-2018,279120,17172                      
24001-Telia Mobitel (Sweden)-SWETR,17-06-2018,702385,46509                      
24002-HI 3G-SWEHU,17-06-2018,149,120                                            
24007-Tele2 AB-SWEIQ,17-06-2018,509137,110510                                   
24008-Vodafone Sweden-SWEEP,17-06-2018,398450,314792                            
24042-Sweden Telenor-SWECN,17-06-2018,1341,103490                               
24201-Telenor Mobil -NORTM,17-06-2018,1005847,119949                            
24202-NetCom-NORNC,17-06-2018,357442,48693                                      
24205-Telia Norge Norway-NORNN,17-06-2018,74474,4250                            
24405-Radiolinja Finland-FINRL,17-06-2018,4209,800                              
24412-Finnish 2G-FIN2G,17-06-2018,20115,15632                                   
24421-Elisa (2nd code)-FINES,17-06-2018,230,63                                  
24491-Sonera Corporation-FINTF,17-06-2018,299704,19113                          
24601-Omnitel Lithuania-LTUOM,17-06-2018,85128,7487                             
24602-Bite GSM-LTUMT,17-06-2018,244,12                                          
24603-Tele2-LTU03,17-06-2018,156430,15308                                       
24701-Latvian Mobile Telephone-LVALM,17-06-2018,147166,10681                    
24702-Baltcom GSM -LVABC,17-06-2018,76024,6304                                  
24801-Estonian Mob Tel-ESTEM,17-06-2018,67789,4730                              
24802-Radiolinja Estonia-ESTRE,17-06-2018,778,170                               
24803-Estonia Ritabell (Tele2)-ESTRB,17-06-2018,34145,15102                     
25001-MTS-RUS01,17-06-2018,18117,2138                                           
25002-MegaFon -RUSNW,17-06-2018,9249,1316                                       
25099-VimpelCom-RUSBD,17-06-2018,31613,14070                                    
25501-Ukraine Mobile Communications-UKRUM,17-06-2018,3139,224                   
25503-Kyvistar GSM-UKRKS,17-06-2018,20392,4387                                  
25506-Astelit LLC-UKRAS,17-06-2018,1816,491                                     
25901-Voxtel-MDAVX,17-06-2018,21,18                                             
26001-Polkomtel -POLKM,17-06-2018,353849,22247                                  
26002-Era -POL02,17-06-2018,639108,38350                                        
26003-PTK Centeltel -POL03,17-06-2018,1023295,83609                             
26006-P4 - 3G Poland-POLP4,17-06-2018,192,1135                                  
26201-T-Mobile Germany-DEUD1,17-06-2018,1967931,772165                          
26202-Vodafone Germany-DEUD2,17-06-2018,11327,4361                              
26203-Eplus -DEUE1,17-06-2018,24120,6615                                        
26207-O2 Germany-DEUE2,17-06-2018,71035,14270                                   
26601-Gibtel Telecommunications -GIBGT,17-06-2018,4331,535                      
26801-Vodafone Portugal-PRTTL,17-06-2018,8425,941                               
26803-Optimus -PRTOP,17-06-2018,188635,9169                                     
26806-TMN-PRTTM,17-06-2018,122926,10970                                         
27001-Luxembourg P&T-LUXPT,17-06-2018,75581,49579                               
27077-Tango -LUXTG,17-06-2018,3904,421                                          
27099-VOX Mobile - Luxembourg-LUXVM,17-06-2018,23345,2352                       
27201-Vodafone Ireland-IRLEC,17-06-2018,7197,23063                              
27202-O2 Ireland-IRLDF,17-06-2018,18296,123155                                  
27203-Meteor-IRLME,17-06-2018,1304158,57788                                     
27205-Hutchinson 3G - Ireland-IRLH3,17-06-2018,101099,33970                     
27401-Landssimi Islands -ISLPS,17-06-2018,1743,106                              
27402-TAL -ISLTL,17-06-2018,2884,530                                            
27411-Nova Iceland-ISLK9,17-06-2018,21222,2515                                  
27411-Nova Efh-ISLNO,17-06-2018,21222,2515                                      
27601-AMC (Albanian Mobile) -ALBAM,17-06-2018,251,1442                          
27602-Vodafone Albania-ALBVF,17-06-2018,0,1                                     
27801-Vodafone Malta-MLTTL,17-06-2018,430,221                                   
27821-Go Mobile -MLTGO,17-06-2018,5441,1124                                     
28001-Cyprus Telecommunications Author-CYPCT,17-06-2018,534,218                 
28010-Scancom (Cyprus)-CYPSC,17-06-2018,25474,2714                              
28020-CYPRUS Primtel-CYPPT,17-06-2018,42,29                                     
28201-Geocell -GEOGC,17-06-2018,1,25                                            
28310-Orange-ARMOR,17-06-2018,83,18                                             
28401-MobiTel AD Bulgaria-BGR01,17-06-2018,3559,315                             
28403-Bulgarian Telecom -  Bulgaria-BGRVA,17-06-2018,52268,4053                 
28405-Globul - Cosmo Bulgaria -BGRCM,17-06-2018,550661,28672                    
28601-Turkcell-TURTC,17-06-2018,258006,13652                                    
28603-IS TIM-TURIS,17-06-2018,7856,629                                          
29340-SI-Mobil-SVNSM,17-06-2018,500,167                                         
29341-Mobitel Slovenia-SVNMT,17-06-2018,17627,650                               
29364-T-2 d.o.o. Slovenia-SVNFT,17-06-2018,521,53                               
29401-Makedonski Telekomunikacii-MKDMM,17-06-2018,149,55                        
29502-VIAG Europlatform-LIEK9,17-06-2018,556,1                                  
29502-VIAG Europlatform-LIEVE,17-06-2018,556,1                                  
29505-Mobilkom-LIEMK,17-06-2018,127,2069                                        
29701-Telenor Montenegro-MNEPM,17-06-2018,7,1                                   
29702-T-Mobile Montenegro-MNETM,17-06-2018,714,88                               
30222-Telus Canada-CANTS,17-06-2018,56817,11283                                 
30237-Microcell (Fido)-CANMC,17-06-2018,8293,1685                               
30261-Bell Mobility-CANBM,17-06-2018,47561,8812                                 
30272-Rogers Wireless -CANRW,17-06-2018,29204,8224                              
31017-Cingular (Pacific Bell Services)-USAPB,17-06-2018,2704,10814              
31026-T-Mobile- USAW6-USAW6,17-06-2018,1106409,264621                           
31041-Cingular (Genesis)-USACG,17-06-2018,1406093,252480                        
31148-Verizon-USAVZ,17-06-2018,0,3                                              
33403-Mexico - Telefonica-MEXMS,17-06-2018,28,2                                 
33405-Iusacell Mexico-MEXIU,17-06-2018,154,62                                   
33805-Digicel Barbados Barbados-BRBDC,17-06-2018,241,709                        
33805-Digicel Mossel-JAMDC,17-06-2018,241,709                                   
33818-C&W/Jamaica-JAMCW,17-06-2018,1,49                                         
34001-Orange Caraïbe (FWI)-GLP01,17-06-2018,2161,216                            
34020-FWI Bouygues Telecom-FRAF4,17-06-2018,0,1                                 
34260-C&W/Barbados-BRBCW,17-06-2018,6,35                                        
34492-Antigua C&W-ATGCW,17-06-2018,10,9                                         
34614-C&W/Cayman-CYMCW,17-06-2018,18,69                                         
35000-Bermuda Digital-BMUBD,17-06-2018,10,11                                    
35211-Grenada-GRDCW,17-06-2018,1,12                                             
35486-Montserrat C & W-MSRCW,17-06-2018,0,1                                     
35611-St Kitts - C & W-KNACW,17-06-2018,0,1                                     
36439-BTC-BHSBH,17-06-2018,2,1                                                  
36611-Dominica - C & W-DMACW,17-06-2018,0,9                                     
37001-Orange Dominican Republic-DOM01,17-06-2018,0,3                            
37413-Digicel Trinidad-TTODL,17-06-2018,8,10                                    
37635-Turks & Calcos - C & W-TCACW,17-06-2018,1,7                               
40001-Azercell Telecom-AZEAC,17-06-2018,6,7                                     
40002-Bakcell -AZEBC,17-06-2018,0,2                                             
40101-Kar-tel -KAZKT,17-06-2018,1,7                                             
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,17-06-2018,10232,1500              
40403-Airtel Bharti [Himachal Pradesh]-INDBL,17-06-2018,46,45                   
40404-Idea Cellular Delhi-INDID,17-06-2018,425,60                               
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,17-06-2018,1860,85                 
40407-Idea Cellular [Andhra Pradesh] I-IND07,17-06-2018,108,14                  
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,17-06-2018,107698,9855             
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,17-06-2018,14741,873               
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,17-06-2018,6,6                     
40416-Bharti Hexacom North East  India-IND16,17-06-2018,30,15                   
40419-Escotel [Kerala] INDEK - 40419-INDEK,17-06-2018,39,7                      
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,17-06-2018,17768,1397              
40422-Idea Cellular [Maharashtra] INDB-INDBO,17-06-2018,1501,147                
40424-Idea Cellular [Gujarat] INDBI - -INDBI,17-06-2018,0,2                     
40427-BPL Cellular [Maharashtra]-INDBM,17-06-2018,652,75                        
40430-Hutchison [Calcutta] INDCC - 404-INDCC,17-06-2018,901,182                 
40431-Airtel Bharti [Calcutta] INDMT --INDMT,17-06-2018,3487,1000               
40440-Airtel Bharti [Chennai] INDSC - -INDSC,17-06-2018,16963,820               
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,17-06-2018,101,7                   
40445-Airtel Bharti [Karnataka] INDJB -INDJB,17-06-2018,26841,3454              
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,17-06-2018,55,28                   
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,17-06-2018,6918,1415               
40456-Escotel [UP West]-INDEU,17-06-2018,29,10                                  
40470-Airtel India [Rajasthan] INDH1-INDH1,17-06-2018,4905,565                  
40490-Airtel Bharti [Maharashtra]-INDA2,17-06-2018,3651,2402                    
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,17-06-2018,18193,9394              
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,17-06-2018,886,135                 
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,17-06-2018,2646,353                 
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,17-06-2018,1329,62                 
40496-Airtel Bharti [Haryana]-INDA5,17-06-2018,2142,127                         
40497-Airtel Bharti [UP West] INDA6 - -INDA6,17-06-2018,453,103                 
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,17-06-2018,518,204                  
40579-Idea Cellular Mumbai -INDIM,17-06-2018,145,57                             
41001-Mobilink-PAKMK,17-06-2018,126,208                                         
41220-TDCA-AFGTD,17-06-2018,0,1                                                 
41301-Mobitel - Sri Lanka-LKA71,17-06-2018,940,20                               
41302-MTN Sri Lanka-LKADG,17-06-2018,7958,1356                                  
41305-Bharti Airtel Lanka-LKAAT,17-06-2018,1,13                                 
41501-FTML Lebanon-LBNFL,17-06-2018,79,4                                        
41503-Libancell -LBNLC,17-06-2018,24,2                                          
41601-MTS Fastlink-JORFL,17-06-2018,0,9                                         
41805-Asiacell - Iraq-IRQAC,17-06-2018,0,1                                      
41820-Atheer - Iraq-IRQAT,17-06-2018,1,2                                        
41903-Wataniya Telecom-KWTNM,17-06-2018,12372,746                               
41904-Viva Kuwait -KWTKT,17-06-2018,794,50                                      
42001-Saudi Telephone Company-SAUAJ,17-06-2018,63878,4870                       
42003-Etihad Etisalat - Saudi Arabia-SAUET,17-06-2018,209533,4680               
42202-GTO Oman-OMNGT,17-06-2018,370,29                                          
42203-Oman Mobile - Oman-OMNNT,17-06-2018,32,10                                 
42402-Etisalat-ARETC,17-06-2018,43971,4912                                      
42403-United Arab Emirates-AREDU,17-06-2018,13135,3350                          
42501-Partner Communication-ISR01,17-06-2018,102875,42191                       
42502-Cellcom-ISRCL,17-06-2018,25557,2275                                       
42503-Pelephone, Israel-ISRPL,17-06-2018,532,207                                
42601-Bahrain Telecommunications-BHRBT,17-06-2018,697,63                        
42701-Qatar Telekom -QATQT,17-06-2018,166391,12533                              
43211-Iran TeleCom Co-IRN11,17-06-2018,253,117                                  
44010-NTT DoCoMo-JPNDO,17-06-2018,8358,3468                                     
44020-J-Phone-JPNJP,17-06-2018,5716,416                                         
44050-KDDI-JPNKD,17-06-2018,6492,527                                            
44051-KDDI Japan-JPNKI,17-06-2018,3084,495                                      
45005-SK Korea-KORSK,17-06-2018,15565,2779                                      
45006-LG U+ South Korea-KORLU,17-06-2018,19315,819                              
45008-KT Freetel 3G-KORKF,17-06-2018,8315,979                                   
45202-GPC Vietnam-VNMVI,17-06-2018,2757,22                                      
45400-Hong Kong CSL -HKGTC,17-06-2018,16710,1196                                
45403-Hutchison 3G (Hong Kong)-HKGH3,17-06-2018,3948,510                        
45406-SmarTone Mobile Hong Kong-HKGSM,17-06-2018,46771,2408                     
45412-Peoples Telephone Company -HKGPP,17-06-2018,2543,199                      
45419-Sunday 3G - Hong Kong-HKGM3,17-06-2018,7744,437                           
46000-China Telecom-CHNCT,17-06-2018,201038,15620                               
46001-China Unicom-CHNCU,17-06-2018,33042,5121                                  
46002-China Mobile - China-CHNCM,17-06-2018,26670,7526                          
46007-China Mobile 3rd-CHNTD,17-06-2018,4305,404                                
46601-Far EasTone Telecommunications-TWNFE,17-06-2018,32,8                      
46692-Chungwa Telecom LDM-TWNLD,17-06-2018,16755,648                            
46697-Taiwan Cellular Corp-TWNPC,17-06-2018,4374,151                            
47001-GrameenPhone-BGDGP,17-06-2018,9,2                                         
50216-DiGi Telecommunications -MYSMT,17-06-2018,33694,9171                      
50219-Celcom-MYSCC,17-06-2018,176,23                                            
50501-Telstra -AUSTA,17-06-2018,217730,41716                                    
50502-Optus Communications-AUSOP,17-06-2018,66087,34700                         
51001-PT Satelindo Palapa-IDNSL,17-06-2018,549,29                               
51010-PT Telkomsel-IDNTS,17-06-2018,24688,1773                                  
51502-Globe Telecom -PHLGT,17-06-2018,298,66                                    
52000-Thailand, True Move-THACT,17-06-2018,1127,239                             
52003-AIS-THAWN,17-06-2018,230148,11284                                         
52004-Real Future Thailand-THACA,17-06-2018,1,2                                 
52005-Thailand DTAC-THADT,17-06-2018,2806,198                                   
52501-Singtel GSM 900-SGPST,17-06-2018,52398,5411                               
52505-StarHub-SGPSH,17-06-2018,9089,875                                         
53001-Vodafone New Zealand-NZLBS,17-06-2018,1487,595                            
53005-Telecom-NZLTM,17-06-2018,31634,6774                                       
53024-NZ Communications-NZLNH,17-06-2018,1168,599                               
60201-Mobilnil-EGYAR,17-06-2018,5746,1023                                       
60203-Etisalat - Egypt-EGYEM,17-06-2018,410,81                                  
60301-PTT-AMN-DZAA1,17-06-2018,0,1                                              
60400-Medi Telecom-MARMT,17-06-2018,2389,193                                    
60401-IAM-MARM1,17-06-2018,106,12                                               
60402-Wana Morocco-MARM3,17-06-2018,0,3                                         
60501-Orange Tunisia-TUNOR,17-06-2018,0,2                                       
60502-Tunisie Telecom-TUNTT,17-06-2018,4,6                                      
60801-Sonatel-SENAZ,17-06-2018,77,5                                             
61203-Orange Cote d'Ivoire-CIV03,17-06-2018,8,10                                
61701-Cellplus Mobile Communications-MUSCP,17-06-2018,13,9                      
62001-Scancom -GHASC,17-06-2018,627,289                                         
62006-Airtel Ghana-GHAZN,17-06-2018,5,93                                        
62007-Glo Mobile-GHAGM,17-06-2018,0,1                                           
62130-MTN-NGAMN,17-06-2018,2187,3947                                            
62150-Globacom - Nigeria-NGAGM,17-06-2018,5,11                                  
62160-Etisalat Nigeria-NGAEM,17-06-2018,465,15733                               
62401-MTN Cameroon-CMRMT,17-06-2018,0,2                                         
62803-Celtel Gabon-GABCT,17-06-2018,2,6                                         
63102-Unitel-AGOUT,17-06-2018,2,21                                              
63301-Cable & Wireless-SYCCW,17-06-2018,3,3                                     
63310-Telekom Seychelles-SYCAT,17-06-2018,17,17                                 
63510-Rwandacell - Rwanda-RWAMN,17-06-2018,11,66                                
63902-Safaricom -KENSA,17-06-2018,164,346                                       
63903-KenCell -KENKC,17-06-2018,9,13                                            
64005-Celtel Tanzania-TZACT,17-06-2018,0,57                                     
64101-Celtel Uganda-UGACE,17-06-2018,6,499                                      
64110-MTN-UGAMN,17-06-2018,51,37                                                
64304-Vodacom-MOZVC,17-06-2018,4,1                                              
64804-Econet-ZWEET,17-06-2018,38,25                                             
65202-Orange Botswana-BWAVC,17-06-2018,1,41                                     
65501-Vodacom South Africa-ZAFVC,17-06-2018,23,5                                
65507-Cell C-ZAFCC,17-06-2018,6,7                                               
65510-MTN South Africa-ZAFMN,17-06-2018,1460,3592                               
71030-Telefonica Nicaragua-NICMS,17-06-2018,0,1                                 
71401-Cable & Wireless-PANCW,17-06-2018,20,6                                    
71606-Telefonica Moviles-PERMO,17-06-2018,1,1                                   
72207-Argentina Telefonica-ARGTM,17-06-2018,93,146                              
72234-Personal Telecom-ARGTP,17-06-2018,6654,934                                
72402-TIM Region 2 Rio Norte-BRARN,17-06-2018,730,362                           
72403-TIM Region 3 Sau Paulo-BRASP,17-06-2018,690,380                           
72404-TIM Region 1 Cellular Centro-BRACS,17-06-2018,1317,315                    
72406-Vivo 2-BRAV2,17-06-2018,3667,1813                                         
72410-Vivo 1-BRAV1,17-06-2018,13862,6784                                        
72411-Vivo 3-BRAV3,17-06-2018,9564,4055                                         
72423-Telemig - Brazil-BRATC,17-06-2018,28,35                                   
72431-TNL (Oi)-BRATM,17-06-2018,8,8                                             
73001-Entel Telefonia Movil -CHLMV,17-06-2018,429,54                            
73212-Telefonica Moviles-COLTM,17-06-2018,565,54                                
73801-Digicel Guyana-GUYUM,17-06-2018,0,6                                       
74801-Antel-URYAN,17-06-2018,47,24                                              
74807-Telefonica Moviles-URYTM,17-06-2018,0,4                                   
90137-Transatel-AAZTR,17-06-2018,2657,410                                       
90140-Telekom Deutschland Global SIM-AAZTD,17-06-2018,27,4                      
20201-Cosmote Mobile Telecom-GRCCO,18-06-2018,28814,4158                        
20205-Vodafone Greece-GRCPF,18-06-2018,6,21                                     
20210-Stet Hellas Telecommunications-GRCSH,18-06-2018,6052,503                  
20404-Vodafone Netherlands-NLDLT,18-06-2018,8102,303132                         
20408-KPN Tel Netherlands -NLDPT,18-06-2018,307686,247809                       
20412-Telfort-NLDTM,18-06-2018,1774,144                                         
20416-T-Mobile Netherlands-NLDPN,18-06-2018,211818,11611                        
20420-Orange Netherlands-NLDDT,18-06-2018,86,15                                 
20601-Belgacom Mobile -BELTB,18-06-2018,10652,1146                              
20610-Mobistar-BELMO,18-06-2018,57567,23635                                     
20620-Base-BELKO,18-06-2018,793,114                                             
20801-Orange France-FRAF1,18-06-2018,783551,98926                               
20810-SFR France-FRAF2,18-06-2018,0,10                                          
20815-Free Mobile -FRAF5,18-06-2018,166681,6653                                 
20815-France Free Mobile-FRAFM,18-06-2018,166681,6653                           
20820-Bouygues Telecom-FRAF3,18-06-2018,257211,20429                            
21401-Vodafone Espaqa-ESPAT,18-06-2018,4361,593                                 
21403-Amena-ESPRT,18-06-2018,486522,40865                                       
21404-Xfera Moviles-ESPXF,18-06-2018,99569,5229                                 
21407-Telefonica Moviles-ESPTE,18-06-2018,17690,37352                           
21421-Jazztel Spain -ESPJZ,18-06-2018,3975,436                                  
21601-Pannon GSM-HUNH1,18-06-2018,22607,2268                                    
21630-Westel 900 GSM-HUNH2,18-06-2018,80579,4542                                
21670-Vodafone Hungary-HUNVR,18-06-2018,1269,65                                 
21901-HT Mobile-HRVCN,18-06-2018,21592,1439                                     
21902-Tele2  (Croatia)-HRVT2,18-06-2018,303,42                                  
21910-VIP Net GSM -HRVVI,18-06-2018,9,8                                         
22003-Telekom Srbija-YUGTS,18-06-2018,0,2                                       
22201-TIM Italy -ITASI,18-06-2018,132728,17847                                  
22210-Vodafone Omnitel-ITAOM,18-06-2018,3765,721                                
22288-Wind Italy-ITAWI,18-06-2018,176583,20700                                  
22299-Hutchinson 3G - Italy-ITAH3,18-06-2018,5796,593                           
22601-Mobifon -ROMMF,18-06-2018,2137,339                                        
22603-Cosmorom-ROMCS,18-06-2018,68087,3795                                      
22610-Orange Romania-ROMMR,18-06-2018,221433,14504                              
22801-Swisscom-CHEC1,18-06-2018,72512,5744                                      
22802-sunrise-CHEDX,18-06-2018,12359,1505                                       
22803-Orange Switzerland-CHEOR,18-06-2018,17340,1577                            
23001-T-Mobile Czech-CZERM,18-06-2018,68238,5129                                
23002-Eurotel Praha -CZEET,18-06-2018,159,74                                    
23003-Cesky Mobil -CZECM,18-06-2018,1578,124                                    
23101-Orange Slovakia-SVKGT,18-06-2018,31851,2319                               
23102-Eurotel Bratislava-SVKET,18-06-2018,21518,1765                            
23106-Telefonica o2-SVKO2,18-06-2018,86,14                                      
23201-Mobilkom Austria-AUTPT,18-06-2018,38,1577                                 
23203-T-Mobile Austria-AUTMM,18-06-2018,62783,155271                            
23205-Connect -AUTCA,18-06-2018,125,54                                          
23207-Tele Ring Telekom -AUTTR,18-06-2018,9796,868                              
23403-Airtel-GBRAJ,18-06-2018,204,38                                            
23418-Cloud 9-GBRC9,18-06-2018,8,12                                             
23450-Jersey Telecoms -GBRJT,18-06-2018,4208,88585                              
23455-Guernsey Telecom-GBRGT,18-06-2018,267,1089                                
23458-Manx Telecom-GBRMT,18-06-2018,3261,130573                                 
23801-Tele Danmark Mobil-DNKTD,18-06-2018,11726,857                             
23802-Sonofon -DNKDM,18-06-2018,41424,109438                                    
23806-Hi3G - Denmark-DNKHU,18-06-2018,73,24                                     
23820-Telia Mobile (Denmark)-DNKIA,18-06-2018,71720,3740                        
24001-Telia Mobitel (Sweden)-SWETR,18-06-2018,174059,8316                       
24002-HI 3G-SWEHU,18-06-2018,16,12                                              
24007-Tele2 AB-SWEIQ,18-06-2018,133027,45995                                    
24008-Vodafone Sweden-SWEEP,18-06-2018,75937,184915                             
24042-Sweden Telenor-SWECN,18-06-2018,587,93282                                 
24201-Telenor Mobil -NORTM,18-06-2018,203069,44641                              
24202-NetCom-NORNC,18-06-2018,91632,13991                                       
24205-Telia Norge Norway-NORNN,18-06-2018,20049,942                             
